index	longitude	latitude	language_diversity	mgs	land_coverage	weighted_endemism	ID_ISO_A2	LANG_ISO	new.mgs
111	111	10519691.8799644	3684959.99872797	7	5	1	1.86978021978022	cmn-cn mvf-cn khg-cn bod-cn adx-cn xal-cn ybe-cn	cmn mvf khg bod adx xal ybe	43
112	112	11521567.2971038	3684959.99872797	23	7	1	16.5031135531136	cmn-cn mvf-cn khg-cn cjy-cn adx-cn xal-cn cda-cn jya-cn qxs-cn ero-cn ybe-cn slr-cn mjg-cn cng-cn bqh-cn sce-cn qvy-cn peh-cn mvm-cn yuy-cn zhb-cn gqi-cn wuh-cn	cmn mvf khg cjy adx xal cda jya qxs ero ybe slr mjg cng bqh sce qvy peh mvm yuy zhb gqi wuh	109
113	113	12523442.7142433	3684959.99872797	5	7	1	1.00311355311355	cmn-cn mvf-cn cjy-cn gan-cn mnc-cn	cmn mvf cjy gan mnc	186
114	114	13525318.1313827	3684959.99872797	9	7	0.49	1.94358974358974	cmn-cn kor-cn gan-cn wuu-cn kor-kp mnc-cn czh-cn	cmn kor gan wuu kor mnc czh	208
115	115	14527193.5485222	3684959.99872797	4	8	0.29	1.98333333333333	jpn-jp kor-cn kor-kp kor-kr mnc-cn	jpn kor kor kor mnc	255
116	116	15529068.9656617	3684959.99872797	1	8	0.2	0.2	jpn-jp	jpn	250
117	117	16530944.3828011	3684959.99872797	0	8	0	0	NA	NA	NA
118	118	17532819.7999406	3684959.99872797	0	NA	0	0	NA	NA	NA
119	119	18534695.2170801	3684959.99872797	0	NA	0	0	NA	NA	NA
120	120	19536570.6342195	3684959.99872797	0	NA	0	0	NA	NA	NA
121	121	-19536570.6342195	2629170.6236959	0	11	0	0	NA	NA	332
122	122	-18534695.21708	2629170.6236959	0	NA	0	0	NA	NA	309
123	123	-17532819.7999406	2629170.6236959	2	12	0.01	1	hwc-us haw-us	hwc haw	324.5
124	124	-16530944.3828011	2629170.6236959	0	12	0	0	NA	NA	NA
125	125	-15529068.9656617	2629170.6236959	0	NA	0	0	NA	NA	NA
126	126	-14527193.5485222	2629170.6236959	0	NA	0	0	NA	NA	NA
127	127	-13525318.1313827	2629170.6236959	0	0	0	0	NA	NA	29
128	128	-12523442.7142433	2629170.6236959	7	3	0.23	5.64285714285714	spa-mx mfy-mx yaq-mx tac-mx var-mx pia-mx sei-mx	spa mfy yaq tac var pia sei	31
129	129	-11521567.2971038	2629170.6236959	38	5	0.88	28.8428571428571	spa-mx spa-us tar-mx hch-mx pdt-mx pua-mx pmq-mx tcu-mx tla-mx stp-mx kic-mx crn-mx ntp-mx thh-mx tac-mx tsz-mx nhw-mx cok-mx maz-mx pbs-mx nln-mx ote-mx otq-mx twr-mx hva-mx afs-mx ott-mx mmc-mx ots-mx kic-us afs-us pei-mx nhv-mx mat-mx ocu-mx otl-mx	spa spa tar hch pdt pua pmq tcu tla stp kic crn ntp thh tac tsz nhw cok maz pbs nln ote otq twr hva afs ott mmc ots kic afs pei nhv mat ocu otl	96
130	130	-10519691.8799644	2629170.6236959	28	12	0.24	22.9850140056022	eng-us spa-mx spa-us yua-mx nhe-mx nhw-mx top-mx nch-mx hus-mx hva-mx hsf-mx azz-mx tos-mx otn-mx ncj-mx otm-mx toc-mx tee-mx nhi-mx too-mx tcw-mx tku-mx otx-mx tpp-mx tpt-mx tlc-mx tqt-mx frc-us	eng spa spa yua nhe nhw top nch hus hva hsf azz tos otn ncj otm toc tee nhi too tcw tku otx tpp tpt tlc tqt frc	198
131	131	-9517816.46282489	2629170.6236959	7	12	0.19	2.22549019607843	eng-us yua-mx spa-cu yus-mx mus-us eng-ky frc-us	eng yua spa yus mus eng frc	257
132	132	-8515941.04568543	2629170.6236959	8	12	0.12	4.03333333333333	spa-us spa-cu hat-ht bah-bs mus-us tch-tc mik-us eng-ky	spa spa hat bah mus tch mik eng	252
133	133	-7514065.62854596	2629170.6236959	3	11	0.01	1.25	spa-do hat-ht tch-tc	spa hat tch	267
134	134	-6512190.2114065	2629170.6236959	0	NA	0	0	NA	NA	NA
135	135	-5510314.79426704	2629170.6236959	0	NA	0	0	NA	NA	NA
136	136	-4508439.37712758	2629170.6236959	0	NA	0	0	NA	NA	NA
137	137	-3506563.95998811	2629170.6236959	0	NA	0	0	NA	NA	NA
138	138	-2504688.54284865	2629170.6236959	0	1	0	0	NA	NA	129
139	139	-1502813.12570919	2629170.6236959	8	0	0.64	2.95	mey-mr spa-es mey-eh ary-ma shi-ma ime-mr ary-eh	mey spa mey ary shi ime ary	10
140	140	-500937.708569728	2629170.6236959	12	0	1	4.7	aao-dz mey-mr taq-ml mey-ml mey-eh ary-ma shi-ma tia-dz kcy-dz tzm-dz grr-dz shi-dz	aao mey taq mey mey ary shi tia kcy tzm grr shi	8
141	141	500937.708569735	2629170.6236959	8	0	1	2.53333333333333	aao-dz taq-ml mey-ml thv-dz thz-ne thv-ne tia-dz grr-dz	aao taq mey thv thz thv tia grr	6
142	142	1502813.1257092	2629170.6236959	10	0	1	4.58333333333333	aao-dz ayl-ly thv-dz tuq-td thz-ne tuq-ne thv-ne thv-ly bms-ne swn-ly	aao ayl thv tuq thz tuq thv thv bms swn	5
143	143	2504688.54284866	2629170.6236959	5	0	1	2.83333333333333	ayl-ly dzg-td tuq-td auj-ly siz-eg	ayl dzg tuq auj siz	1
144	144	3506563.95998812	2629170.6236959	12	0	0.93	6.86666666666667	ars-sa apd-sd acw-sa bej-sd aec-eg avl-eg avl-jo ars-jo ajp-jo fia-sd kzh-sd fia-eg kzh-eg	ars apd acw bej aec avl avl ars ajp fia kzh fia kzh	0
145	145	4508439.37712758	2629170.6236959	7	0	0.84	1.83333333333333	ars-sa acw-sa ars-iq bej-sd afb-sa avl-jo ars-jo	ars acw ars bej afb avl ars	15
146	146	5510314.79426705	2629170.6236959	14	0	0.83	6.75	ars-sa pes-ir ars-iq afb-om afb-sa afb-ae qxq-ir afb-ir luz-ir afb-qa afb-kw ars-kw abv-bh afb-bh	ars pes ars afb afb afb qxq afb luz afb afb ars abv afb	20
147	147	6512190.21140651	2629170.6236959	21	0	0.64	12.3333333333333	pes-ir afb-om afb-sa azb-ir bgn-pk bcc-ir bcc-pk bgn-ir afb-ae bgn-af qxq-ir sdh-ir acx-om afb-ir hss-om ssh-om abv-om zum-om ssh-ae bcc-om luv-om	pes afb afb azb bgn bcc bcc bgn afb bgn qxq sdh acx afb hss ssh abv zum ssh bcc luv	17
148	148	7514065.62854597	2629170.6236959	31	4	0.58	24.5	rwr-in bgn-pk guj-in bcc-ir snd-pk bcc-pk brh-pk skr-pk pbt-pk bgp-pk bgn-af mve-pk snd-in kfr-in mki-pk brh-af kvx-pk deh-pk gjk-pk sbn-pk jdg-pk kxp-pk urd-pk bgq-pk odk-pk lss-pk ssi-pk ghr-pk jnd-pk bhe-pk aeq-pk	rwr bgn guj bcc snd bcc brh skr pbt bgp bgn mve snd kfr mki brh kvx deh gjk sbn jdg kxp urd bgq odk lss ssi ghr jnd bhe aeq	19
149	149	8515941.04568544	2629170.6236959	77	4	0.98	60.4166666666667	hin-in rwr-in mar-in guj-in bra-in bns-in pnb-pk skr-pk hne-in pan-in lmn-in nep-np bfy-in dcc-in gno-in awa-in mve-pk bgc-in bhb-in mup-in noe-in bgq-in bjj-in kfy-in bhi-in hoj-in urd-in kfq-in gra-in wbr-in hlb-in knn-in anr-in gas-in myi-in ggo-in khn-in kfb-in dub-in dho-in mrr-in biu-in thr-np vas-in tkb-in dhn-in tkt-np wbq-in vah-in kft-in nit-in noi-in bgd-in bhx-in kex-in gbl-in skr-in cdi-in vav-in fmu-in hoy-in goj-in mut-in cdg-in sle-in nbg-in cdn-np nll-in pch-in rji-np gok-in emu-in mke-in cdn-in mjv-in drd-in drd-np	hin rwr mar guj bra bns pnb skr hne pan lmn nep bfy dcc gno awa mve bgc bhb mup noe bgq bjj kfy bhi hoj urd kfq gra wbr hlb knn anr gas myi ggo khn kfb dub dho mrr biu thr vas tkb dhn tkt wbq vah kft nit noi bgd bhx kex gbl skr cdi vav fmu hoy goj mut cdg sle nbg cdn nll pch rji gok emu mke cdn mjv drd drd	131
150	150	9517816.4628249	2629170.6236959	203	6	0.91	186.033333333333	bod-cn hin-in ben-bd ori-in ben-in hne-in asm-in nep-np bfy-in gno-in awa-in bho-in sdr-bd mag-in sck-in sat-bd sat-in dzo-bt unr-in rkt-bd taj-np mai-in grt-in kru-in kxu-in nep-in mai-np hoc-in hlb-in mgp-np mrd-np srb-in pci-in lif-np bod-np bho-np nep-bt gvr-np khr-in bod-in dre-np kru-bd tdg-np grt-bd awa-np thq-np bgw-in thl-np kfp-in kxv-in kwx-in kjl-np loy-np the-np lep-in ggn-np mjt-in tsf-np xsr-np bhu-in brx-in muk-np bix-in sip-in tkt-np agi-in jun-in bha-in jml-np cdm-np bod-bt tdb-in bhj-np lhm-cn dhw-np bap-np gro-cn suz-np urd-bd mmj-in nmm-np rwr-np rjs-np kle-np keq-in asm-bd ybi-np thf-in ben-np bfy-np anp-in haj-bd lif-in unr-bd rab-np ths-np kgy-cn kgy-np rav-np zrg-in biy-in tge-np rkt-in xsr-cn asr-in mjx-in lya-bt soi-np aim-in kte-np scp-np npa-np lbr-np lhm-np mkb-in sat-np kif-np dhi-np kdq-bd ybh-np tdh-np rau-np ghe-np kgj-np new-np xsr-in ola-np rji-np dry-np lep-np hin-np kip-np gro-in tsk-np kfw-in raa-np smm-np thf-np trd-in raf-np kyv-np klr-np kra-np bmj-np mha-in mgp-in brx-np unr-np tij-np san-in byh-np tcn-np mjt-bd chx-np jul-np ksz-in haj-in brd-np ghh-np jee-np new-in cdz-bd ttz-np kxl-np ght-np tmk-np yma-np vay-np taj-in peg-in nao-np dzo-np syw-np kkt-np mjz-np thw-np raq-np kzq-np mro-in pgy-np tdh-in lhm-in wme-np pum-np skj-np aph-np tsk-bt plp-np byw-np ncd-np cur-np dus-np lhp-bt lrr-np cuw-np lmh-np luu-np phw-np ctn-np lii-np lep-bt jus-np emg-np	bod hin ben ori ben hne asm nep bfy gno awa bho sdr mag sck sat sat dzo unr rkt taj mai grt kru kxu nep mai hoc hlb mgp mrd srb pci lif bod bho nep gvr khr bod dre kru tdg grt awa thq bgw thl kfp kxv kwx kjl loy the lep ggn mjt tsf xsr bhu brx muk bix sip tkt agi jun bha jml cdm bod tdb bhj lhm dhw bap gro suz urd mmj nmm rwr rjs kle keq asm ybi thf ben bfy anp haj lif unr rab ths kgy kgy rav zrg biy tge rkt xsr asr mjx lya soi aim kte scp npa lbr lhm mkb sat kif dhi kdq ybh tdh rau ghe kgj new xsr ola rji dry lep hin kip gro tsk kfw raa smm thf trd raf kyv klr kra bmj mha mgp brx unr tij san byh tcn mjt chx jul ksz haj brd ghh jee new cdz ttz kxl ght tmk yma vay taj peg nao dzo syw kkt mjz thw raq kzq mro pgy tdh lhm wme pum skj aph tsk plp byw ncd cur dus lhp lrr cuw lmh luu phw ctn lii lep jus emg	177
151	151	10519691.8799644	2629170.6236959	249	8	0.92	224.4	khg-cn bod-cn mya-mm ben-bd ben-in shn-mm nod-th kac-mm asm-in adi-in ksw-th bca-cn tdd-cn clk-in ybd-mm lus-in dzo-bt cnk-mm raw-mm prk-mm ctg-bd kha-in adi-cn lhu-mm grt-in lis-cn dap-in rki-mm rmz-bd nep-in kyu-mm blk-mm mwq-mm tsj-bt cfm-mm ccp-bd lis-mm kht-mm ctd-mm pdu-mm cnb-mm nep-bt duu-cn prk-cn tpe-bd clk-cn rki-bd kjz-bt bod-in wbm-cn mjw-in dao-mm usi-bd trp-in syl-bd xkf-bt tcz-in grt-bd cnh-mm pll-mm mxj-in csh-mm ctd-in dzl-bt nmf-in pck-in apt-in kdv-mm nbe-in nst-in nst-mm twm-cn hmr-in atb-mm pce-mm njm-in nsm-in ghk-mm mni-in lus-mm lhu-th bgr-bd czt-mm dis-in cka-mm lsi-mm mni-bd xac-in biu-in cnw-mm sez-mm yim-in mya-bd bpy-bd rbb-mm njo-in kht-in mhu-in brx-in atb-cn mrh-in ccp-in neh-bt njb-in kvq-mm xkz-bt acn-cn mrh-mm ckh-mm ria-in shn-th bgr-mm nsa-in pbv-in bod-bt lis-th kac-cn kfc-in nun-cn nuf-cn pzn-mm trp-bd pub-mm tco-mm rah-in urd-bd rmz-in mro-mm mhx-mm njh-in bwe-mm nbi-in nbu-in nre-in tcz-mm cnk-bd pkh-bd mxj-cn mni-mm der-in haj-bd pck-mm nph-in int-mm lax-in tdd-mm tnv-bd gnb-mm sgt-bt tcp-mm aml-bd pbv-bd kha-bd nri-in ril-cn anm-mm mef-bd aot-bd cgk-bt hnj-mm nag-in cdf-in zom-in nnp-in mhu-cn njn-in aim-in vap-in nng-in nrr-mm mro-bd nme-in lkh-bt tsj-cn ccq-mm hra-in ral-mm kix-in anm-in nkd-in nkf-in csh-bd kmm-in kdq-bd hpo-mm rnl-in kdq-in sdp-in luk-bt nun-mm lmk-in nzm-in ria-bd ckh-bd nct-in nnl-in cfm-in rbb-cn nkh-in tsj-in acn-mm kxk-mm npu-in nbc-in csy-mm npo-in nki-in zal-cn anl-mm ril-mm zom-mm nmh-in phk-in tro-in nma-in lsi-cn ral-in gnb-in nmo-in smt-in kkf-in nkb-in bgr-in xia-cn dka-bt dnu-mm pll-cn tgf-bt lay-mm pce-cn adp-bt hra-mm blk-th bxd-cn onp-in cvg-in pce-th lsh-in ayx-cn rhg-bd lus-bd shl-in dln-in cbl-mm twm-in ole-bt bro-bt npb-bt goe-bt	khg bod mya ben ben shn nod kac asm adi ksw bca tdd clk ybd lus dzo cnk raw prk ctg kha adi lhu grt lis dap rki rmz nep kyu blk mwq tsj cfm ccp lis kht ctd pdu cnb nep duu prk tpe clk rki kjz bod wbm mjw dao usi trp syl xkf tcz grt cnh pll mxj csh ctd dzl nmf pck apt kdv nbe nst nst twm hmr atb pce njm nsm ghk mni lus lhu bgr czt dis cka lsi mni xac biu cnw sez yim mya bpy rbb njo kht mhu brx atb mrh ccp neh njb kvq xkz acn mrh ckh ria shn bgr nsa pbv bod lis kac kfc nun nuf pzn trp pub tco rah urd rmz mro mhx njh bwe nbi nbu nre tcz cnk pkh mxj mni der haj pck nph int lax tdd tnv gnb sgt tcp aml pbv kha nri ril anm mef aot cgk hnj nag cdf zom nnp mhu njn aim vap nng nrr mro nme lkh tsj ccq hra ral kix anm nkd nkf csh kmm kdq hpo rnl kdq sdp luk nun lmk nzm ria ckh nct nnl cfm rbb nkh tsj acn kxk npu nbc csy npo nki zal anl ril zom nmh phk tro nma lsi ral gnb nmo smt kkf nkb bgr xia dka dnu pll tgf lay pce adp hra blk bxd onp cvg pce lsh ayx rhg lus shl dln cbl twm ole bro npb goe	258
152	152	11521567.2971038	2629170.6236959	213	10	0.97	181.19358974359	cmn-cn khg-cn yue-cn vie-vn shn-mm nod-th kjg-la iii-cn lao-la hnj-cn nos-cn tyz-vn pcc-cn bca-cn nbf-cn zgn-cn zgb-cn tdd-cn hnj-la mww-la ium-cn ywt-cn ycl-cn zyn-cn yix-cn blt-vn zch-cn zzj-cn prk-mm nut-vn zyb-cn twh-vn tdd-la yig-cn khb-cn lhu-mm muq-cn khb-la mtq-vn lis-cn ium-vn bwx-cn hea-cn zyj-cn hmd-cn zyg-cn ero-cn hni-cn byo-cn tmm-vn lhu-cn tyj-vn ahk-mm lis-mm pmi-cn kkh-mm zhn-cn how-cn hnj-vn prk-cn tyr-vn pmj-cn wbm-cn blt-la zhd-cn thc-vn pnx-la ahk-la swi-cn hmf-vn mww-vn ers-cn zqe-cn pcc-vn ium-la tyr-la blr-cn khb-mm tou-vn lhu-la nmy-cn huj-cn mji-vn ahk-cn mlf-th tiz-cn lbn-la prt-la gio-cn lhu-th mww-th sxg-cn mvm-cn mlc-vn nod-la ium-th phu-la hmm-cn prt-th mww-cn kjm-vn pho-la lhi-th lis-th kjg-vn nun-cn lpo-cn hml-cn nuf-cn hmy-cn khb-th giw-vn puo-la tct-cn ktp-la twh-la hni-vn hmj-cn mmd-cn bgk-la blr-mm ril-cn zgm-cn mhx-cn hmi-cn lhu-vn ahk-th slt-la twh-cn lbt-vn khb-vn hnj-th phq-la xko-la lwh-vn hma-cn lbt-cn hmg-cn hme-cn pry-th hmw-cn kjg-th yrn-cn hmp-cn khf-la cno-la lha-vn laq-vn blt-cn hmv-vn bbh-cn mlf-la kyp-cn tlq-mm pyy-mm jiu-cn nty-vn uuu-cn tyh-vn hmc-cn cuu-cn ktp-cn lhi-mm aih-cn sca-mm hni-la tsl-vn mkg-cn zng-cn pha-cn tlq-la lkc-vn laq-cn mmr-cn xao-vn ply-cn yha-cn kkn-cn lhi-cn hmh-cn bgk-cn lba-mm yzg-cn pce-th zng-vn pdi-vn lgh-vn yln-cn phh-vn huo-cn hmz-vn lkc-cn bzi-cn giq-vn mml-cn ahk-vn tyt-vn hab-vn kjg-cn neo-vn cnc-vn slt-vn pho-th pha-vn bzi-th haf-vn tyl-vn swi-vn gir-vn enc-vn tys-vn blr-th	cmn khg yue vie shn nod kjg iii lao hnj nos tyz pcc bca nbf zgn zgb tdd hnj mww ium ywt ycl zyn yix blt zch zzj prk nut zyb twh tdd yig khb lhu muq khb mtq lis ium bwx hea zyj hmd zyg ero hni byo tmm lhu tyj ahk lis pmi kkh zhn how hnj prk tyr pmj wbm blt zhd thc pnx ahk swi hmf mww ers zqe pcc ium tyr blr khb tou lhu nmy huj mji ahk mlf tiz lbn prt gio lhu mww sxg mvm mlc nod ium phu hmm prt mww kjm pho lhi lis kjg nun lpo hml nuf hmy khb giw puo tct ktp twh hni hmj mmd bgk blr ril zgm mhx hmi lhu ahk slt twh lbt khb hnj phq xko lwh hma lbt hmg hme pry hmw kjg yrn hmp khf cno lha laq blt hmv bbh mlf kyp tlq pyy jiu nty uuu tyh hmc cuu ktp lhi aih sca hni tsl mkg zng pha tlq lkc laq mmr xao ply yha kkn lhi hmh bgk lba yzg pce zng pdi lgh yln phh huo hmz lkc bzi giq mml ahk tyt hab kjg neo cnc slt pho pha bzi haf tyl swi gir enc tys blr	289
153	153	12523442.7142433	2629170.6236959	45	12	0.77	33.8269230769231	cmn-cn gan-cn hak-cn yue-cn hsn-cn nan-cn czh-cn pcc-cn zgb-cn ium-cn zyn-cn lic-cn zeh-cn zch-cn zyb-cn muq-cn zlj-cn bwx-cn tji-cn kmc-cn hea-cn hms-cn czo-cn doc-cn bje-cn swi-cn wxa-cn onb-cn hmq-cn zlq-cn mlm-cn bwn-cn zln-cn mmd-cn bpn-cn buh-cn lbc-cn mji-cn shx-cn cov-cn eee-cn cuq-cn bmt-cn pnu-cn vie-cn	cmn gan hak yue hsn nan czh pcc zgb ium zyn lic zeh zch zyb muq zlj bwx tji kmc hea hms czo doc bje swi wxa onb hmq zlq mlm bwn zln mmd bpn buh lbc mji shx cov eee cuq bmt pnu vie	364
154	154	13525318.1313827	2629170.6236959	32	12	0.23	28.4166666666667	gan-cn hak-cn wuu-cn nan-cn cdo-cn ilo-ph mnp-cn czh-cn nan-tw bnn-tw czo-cn tay-tw cpx-cn hak-tw trv-tw ami-tw pwn-tw tsu-tw dru-tw rys-jp pyu-tw ivb-ph mvi-jp ivv-ph xsy-tw tao-tw yoi-jp cmn-tw xnb-tw sxr-tw ssf-tw ais-tw bzg-tw	gan hak wuu nan cdo ilo mnp czh nan bnn czo tay cpx hak trv ami pwn tsu dru rys pyu ivb mvi ivv xsy tao yoi cmn xnb sxr ssf ais bzg	365
155	155	14527193.5485222	2629170.6236959	8	12	0.01	8	xug-jp ryu-jp ryn-jp ams-jp tkn-jp okn-jp kzg-jp yox-jp	xug ryu ryn ams tkn okn kzg yox	366
156	156	15529068.9656617	2629170.6236959	0	12	0	0.2	jpn-jp	jpn	365
157	157	16530944.3828011	2629170.6236959	0	12	0	0	NA	NA	366
158	158	17532819.7999406	2629170.6236959	0	NA	0	0	NA	NA	364
159	159	18534695.2170801	2629170.6236959	0	NA	0	0	NA	NA	NA
160	160	19536570.6342195	2629170.6236959	0	NA	0	0	NA	NA	NA
161	161	-19536570.6342195	1573381.24866384	0	NA	0	0	NA	NA	NA
162	162	-18534695.21708	1573381.24866384	0	NA	0	0	NA	NA	202
163	163	-17532819.7999406	1573381.24866384	2	12	0.01	1	hwc-us haw-us	hwc haw	365
164	164	-16530944.3828011	1573381.24866384	0	12	0	0	NA	NA	NA
165	165	-15529068.9656617	1573381.24866384	0	NA	0	0	NA	NA	NA
166	166	-14527193.5485222	1573381.24866384	0	NA	0	0	NA	NA	NA
167	167	-13525318.1313827	1573381.24866384	0	NA	0	0	NA	NA	NA
168	168	-12523442.7142433	1573381.24866384	0	5	0	0	NA	NA	24
169	169	-11521567.2971038	1573381.24866384	13	5	0.1	8.14285714285714	spa-mx ngu-mx pua-mx tsz-mx tpx-mx nhm-mx ncl-mx miy-mx nuz-mx naz-mx nhv-mx mat-mx ocu-mx	spa ngu pua tsz tpx nhm ncl miy nuz naz nhv mat ocu	176
170	170	-10519691.8799644	1573381.24866384	266	8	0.35	261.392857142857	spa-mx yua-mx spa-gt kek-gt spa-sv ngu-mx chf-mx quc-gt mam-gt neq-mx mxv-mx chd-mx mvc-gt acr-gt zos-mx ztp-mx nlv-mx zai-mx cnm-gt tpx-mx npl-mx tzb-mx qut-gt mks-mx acc-gt tzh-mx tcf-mx mzl-mx cak-gt nsu-mx nhn-mx vmp-mx cnl-mx zar-mx cke-gt zpc-mx poi-mx zao-mx kjb-gt mms-gt amu-mx zpg-mx ctp-mx zoh-mx tpl-mx nhx-mx jmx-mx zpa-mx zab-mx tze-mx ixj-gt ncx-mx ixi-gt cpa-mx pob-gt zaw-mx cux-mx mau-mx zpm-mx quj-gt tzs-mx ztq-mx ckd-gt mto-mx cya-mx vmc-mx mco-mx pxm-mx zpf-mx mce-mx xta-mx xtn-mx ckf-gt ixl-gt chj-mx cnt-mx zpz-mx cbm-gt tzc-mx czn-mx xtb-mx knj-gt ckw-gt mim-mx cco-mx zpj-mx quu-gt cti-mx tzu-mx mtz-gt trc-mx poh-gt toj-mx mio-mx mie-mx zpi-mx mxq-mx mip-mx mvj-gt mvj-mx jai-gt miy-mx agu-gt lac-mx cac-gt ckc-gt zoq-mx tzt-gt zpl-mx mix-mx mig-mx meh-mx zpd-mx mza-mx mxy-mx ctu-mx pca-mx tzz-mx mjc-mx tzj-gt xtm-mx tzo-mx zps-mx chz-mx zaa-mx cut-mx mxp-mx maj-mx zam-mx mir-mx mil-mx zor-mx nht-mx nhk-mx mtu-mx maa-mx chq-mx ctl-mx mih-mx vmj-mx nhq-mx zpw-mx xtl-mx poe-mx nhy-mx zoc-mx otz-mx hve-mx vmz-mx mbz-mx tpc-mx hue-mx mvg-mx mxb-mx mit-mx cte-mx mxa-mx huv-mx zoo-mx ztg-mx ttc-gt nhp-mx zpo-mx xty-mx xtd-mx pbf-mx zpr-mx cso-mx mpm-mx quv-gt cta-mx ctz-mx xtj-mx cuc-mx mxt-mx zsr-mx mib-mx zaq-mx nhz-mx jac-gt mxs-mx trs-mx pow-mx mam-mx zpe-mx mdv-mx nhg-mx zpq-mx qxi-gt cly-mx zat-mx pls-mx vmm-mx zpx-mx coz-mx zad-mx zpk-mx cle-mx xti-mx zpv-mx mhc-mx zae-mx vmx-mx mzi-mx ztu-mx zpu-mx ztn-mx pos-mx pbe-mx mii-mx clo-mx mtx-mx mqh-mx zca-mx vmq-mx vmy-mx poc-gt pps-mx poq-mx ixc-mx azg-mx mtz-mx zpt-mx zty-mx xtt-mx cnm-mx xtu-mx mab-mx zpp-mx miu-mx ztx-mx miz-mx zac-mx trq-mx xts-mx zpb-mx pou-gt plo-mx maq-mx azm-mx zpn-mx csa-mx knj-mx zaf-mx zas-mx jai-mx zts-mx hvv-mx ttc-mx ztm-mx qum-gt cvn-mx zav-mx xtp-mx zax-mx zph-mx ckj-gt zte-mx usp-gt mpf-gt zpy-mx ckk-gt cki-gt cun-gt ztt-mx ckz-gt	spa yua spa kek spa ngu chf quc mam neq mxv chd mvc acr zos ztp nlv zai cnm tpx npl tzb qut mks acc tzh tcf mzl cak nsu nhn vmp cnl zar cke zpc poi zao kjb mms amu zpg ctp zoh tpl nhx jmx zpa zab tze ixj ncx ixi cpa pob zaw cux mau zpm quj tzs ztq ckd mto cya vmc mco pxm zpf mce xta xtn ckf ixl chj cnt zpz cbm tzc czn xtb knj ckw mim cco zpj quu cti tzu mtz trc poh toj mio mie zpi mxq mip mvj mvj jai miy agu lac cac ckc zoq tzt zpl mix mig meh zpd mza mxy ctu pca tzz mjc tzj xtm tzo zps chz zaa cut mxp maj zam mir mil zor nht nhk mtu maa chq ctl mih vmj nhq zpw xtl poe nhy zoc otz hve vmz mbz tpc hue mvg mxb mit cte mxa huv zoo ztg ttc nhp zpo xty xtd pbf zpr cso mpm quv cta ctz xtj cuc mxt zsr mib zaq nhz jac mxs trs pow mam zpe mdv nhg zpq qxi cly zat pls vmm zpx coz zad zpk cle xti zpv mhc zae vmx mzi ztu zpu ztn pos pbe mii clo mtx mqh zca vmq vmy poc pps poq ixc azg mtz zpt zty xtt cnm xtu mab zpp miu ztx miz zac trq xts zpb pou plo maq azm zpn csa knj zaf zas jai zts hvv ttc ztm qum cvn zav xtp zax zph ckj zte usp mpf zpy ckk cki cun ztt ckz	227
171	171	-9517816.46282489	1573381.24866384	42	11	0.38	36.5833333333333	yua-mx spa-ni spa-hn spa-gt spa-cr kek-gt len-hn spa-sv eng-bz miq-ni miq-hn len-sv yus-mx bzj-bz ppl-sv kek-bz tfr-pa cjp-cr spa-bz sum-ni mop-bz cab-hn yua-bz bzk-ni sum-hn jam-cr pdt-bz pay-hn bzd-cr rma-ni caa-gt jic-hn eng-ky eng-hn caa-hn cab-bz poa-gt mop-gt cab-gt gut-cr itz-gt icr-co	yua spa spa spa spa kek len spa eng miq miq len yus bzj ppl kek tfr cjp spa sum mop cab yua bzk sum jam pdt pay bzd rma caa jic eng eng caa cab poa mop cab gut itz icr	294
172	172	-8515941.04568543	1573381.24866384	16	12	0.09	10.8166666666667	spa-co spa-ve spa-pa hat-ht guc-co guc-ve jam-jm cuk-pa yup-ve mot-ve kog-co yup-co jru-ve mbp-co cbg-co arh-co pln-co	spa spa spa hat guc guc jam cuk yup mot kog yup jru mbp cbg arh pln	236
173	173	-7514065.62854596	1573381.24866384	16	12	0.18	9.86666666666667	spa-ve spa-do wba-ve hat-ht guc-co guc-ve ciy-ve spa-pr gcf-gp pap-an eng-do vic-vi pap-aw vic-vg aig-ai vic-an	spa spa wba hat guc guc ciy spa gcf pap eng vic pap vic aig vic	234
174	174	-6512190.2114065	1573381.24866384	20	12	0.01	17.0833333333333	wba-ve ciy-ve trf-tt gcf-gp gcf-mq acf-dm acf-lc aig-ag bjs-bb svc-vc gcl-gd tgh-tt aig-kn aig-ms acf-gd aig-ai vic-an acf-tt eng-gp aig-dm	wba ciy trf gcf gcf acf acf aig bjs svc gcl tgh aig aig acf aig vic acf eng aig	296
175	175	-5510314.79426704	1573381.24866384	0	NA	0	0	NA	NA	NA
176	176	-4508439.37712758	1573381.24866384	0	NA	0	0	NA	NA	NA
177	177	-3506563.95998811	1573381.24866384	0	NA	0	0	NA	NA	NA
178	178	-2504688.54284865	1573381.24866384	1	2	0.00405767839372546	1	kea-cv	kea	32
