index	longitudes	latitudes	land_coverage	LANG_ISO	ID_ISO_A2	weighted_endemism	language_diversity	vegetation_productivity	mgs	new.mgs
5463	5463	-7514065.62854596	794108.138521121	1	spa yae pbh guh	spa-ve yae-ve pbh-ve guh-ve	1.04545454545455	4	189.541499115983	7	229
5464	5464	-7313690.54511807	794108.138521121	1	spa yae car pbh yau	spa-ve yae-ve car-ve pbh-ve yau-ve	1.46212121212121	5	197.364114570461	8	243
5465	5465	-7113315.46169018	794108.138521121	1	spa mch aoc car	spa-ve mch-ve aoc-ve car-ve	0.628787878787879	4	199.736173074822	8	251
5466	5466	-6912940.37826229	794108.138521121	1	spa aoc ake	spa-ve aoc-ve ake-ve	0.462121212121212	3	200.834677333638	10	297
5467	5467	-6712565.29483439	794108.138521121	1	spa eng car ake wba ake car	spa-ve eng-gy car-ve ake-gy wba-gy ake-ve car-gy	1.81212121212121	7	197.508279121748	12	338
5468	5468	-6512190.2114065	794108.138521121	0.52	eng gyn wba arw car	eng-gy gyn-gy wba-gy arw-gy car-gy	1.43333333333333	5	184.316525916961	12	365
5469	5469	-6311815.12797861	794108.138521121	0.01	gyn	gyn-gy	0.25	1	173.30412365	12	348
5470	5470	-6111440.04455072	794108.138521121	0	NA	NA	0	0	151.7268524	NA	NA
5471	5471	-5911064.96112282	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5472	5472	-5710689.87769493	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5473	5473	-5510314.79426704	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5474	5474	-5309939.71083915	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5475	5475	-5109564.62741125	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5476	5476	-4909189.54398336	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5477	5477	-4708814.46055547	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5478	5478	-4508439.37712758	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5479	5479	-4308064.29369969	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5480	5480	-4107689.21027179	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5481	5481	-3907314.1268439	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5482	5482	-3706939.04341601	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5483	5483	-3506563.95998812	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5484	5484	-3306188.87656022	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5485	5485	-3105813.79313233	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5486	5486	-2905438.70970444	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5487	5487	-2705063.62627655	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5488	5488	-2504688.54284865	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5489	5489	-2304313.45942076	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5490	5490	-2103938.37599287	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5491	5491	-1903563.29256497	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5492	5492	-1703188.20913708	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5493	5493	-1502813.12570919	794108.138521121	0.06	men lma bun kri	men-sl lma-sl bun-sl kri-sl	1.28333333333333	3	161.537422651961	NA	249
5494	5494	-1302438.0422813	794108.138521121	0.69	men xpe gol bun vai vai eng lir gol krm men dee	men-sl xpe-lr gol-lr bun-sl vai-lr vai-sl eng-lr lir-lr gol-sl krm-sl men-lr dee-lr	7.03333333333333	11	178.200356296713	9	270
5495	5495	-1102062.9588534	794108.138521121	1	men xpe bsq gol gkp mev tod lom bza mev ggb eng lir gol blh men	men-sl xpe-lr bsq-lr gol-lr gkp-gn mev-lr tod-gn lom-lr bza-lr mev-gn ggb-lr eng-lr lir-lr gol-sl blh-lr men-lr	7.03333333333333	16	193.808494031258	10	294
5496	5496	-901687.875425514	794108.138521121	1	gxx daf mxx gkp krw daf mev knu neb wob mev ggb wec krw daf	gxx-ci daf-ci mxx-ci gkp-gn krw-lr daf-lr mev-lr knu-gn neb-ci wob-ci mev-gn ggb-lr wec-ci krw-ci daf-gn	8.41666666666667	15	197.209124871896	10	292
5497	5497	-701312.791997619	794108.138521121	1	bci gxx goa bet jud mxx kga kfo nwb btg neb ggu wob bev kyf moa wan yre	bci-ci gxx-ci goa-ci bet-ci jud-ci mxx-ci kga-ci kfo-ci nwb-ci btg-ci neb-ci ggu-ci wob-ci bev-ci kyf-ci moa-ci wan-ci yre-ci	11.5	18	193.697585735506	9	284
5498	5498	-500937.708569728	794108.138521121	1	bci any kzc tgw dyi ati ggu nhb	bci-ci any-ci kzc-ci tgw-ci dyi-ci ati-ci ggu-ci nhb-ci	3.16666666666667	9	191.141411278305	8	273
5499	5499	-300562.625141837	794108.138521121	1	aka any kzc abr ati sfw abr mzw nfr kzc lig lig	aka-gh any-ci kzc-ci abr-gh ati-ci sfw-gh abr-ci mzw-gh nfr-gh kzc-gh lig-gh lig-ci	5.7	12	191.537153765076	8	283
5500	5500	-100187.541713942	794108.138521121	1	aka abr ada mzw ncu nnu kye kph	aka-gh abr-gh ada-gh mzw-gh ncu-gh nnu-gh kye-gh kph-gh	3.36666666666667	8	183.917954302464	8	285
5501	5501	100187.541713949	794108.138521121	1	aka kbp las kdh ewe ewe nmz fon ife ada kpo ajg ajg wci ncu ife keu ade kye ade lef ntr adq aug kqk kef mxl ntr wci gwx nko akp gej bov adq avn ahl snw wud lip nyb cll tcd fon lgq xwl kpo anf	aka-gh kbp-tg las-tg kdh-tg ewe-tg ewe-gh nmz-tg fon-bj ife-tg ada-gh kpo-tg ajg-bj ajg-tg wci-tg ncu-gh ife-bj keu-tg ade-tg kye-gh ade-gh lef-gh ntr-gh adq-gh aug-bj kqk-bj kef-tg mxl-tg ntr-tg wci-bj gwx-gh nko-gh akp-gh gej-tg bov-gh adq-tg avn-gh ahl-tg snw-gh wud-tg lip-gh nyb-gh cll-gh tcd-gh fon-tg lgq-gh xwl-tg kpo-gh anf-gh	34.1166666666667	48	176.973625261264	8	252
5502	5502	300562.62514184	794108.138521121	1	yor fon cbj mxl ajg ayb nqg idd ife ica guw sxw wem guw xwe aug kqk ijj xwl tfi wci cib gbx gbs gbh xwl	yor-ng fon-bj cbj-bj mxl-bj ajg-bj ayb-bj nqg-bj idd-bj ife-bj ica-bj guw-ng sxw-bj wem-bj guw-bj xwe-bj aug-bj kqk-bj ijj-bj xwl-bj tfi-bj wci-bj cib-bj gbx-bj gbs-bj gbh-bj xwl-tg	18.8928571428571	25	180.257127984122	8	243
5503	5503	500937.708569735	794108.138521121	1	yor bin	yor-ng bin-ng	0.392857142857143	2	185.373061834638	8	253
5504	5504	701312.791997626	794108.138521121	1	yor ibo nup igl gby bin igb bzw ish ets opa ema oke aqg aaa ulb atg iya uha adu oso ehu uku ikk ahn oks kcf aye ibe ikp ibi ids okx ayk igw une olm env ihi uok sxs	yor-ng ibo-ng nup-ng igl-ng gby-ng bin-ng igb-ng bzw-ng ish-ng ets-ng opa-ng ema-ng oke-ng aqg-ng aaa-ng ulb-ng atg-ng iya-ng uha-ng adu-ng oso-ng ehu-ng uku-ng ikk-ng ahn-ng oks-ng kcf-ng aye-ng ibe-ng ikp-ng ibi-ng ids-ng okx-ng ayk-ng igw-ng une-ng olm-ng env-ng ihi-ng uok-ng sxs-ng	34.0928571428571	41	184.239831682871	8	239
5505	5505	901687.875425521	794108.138521121	1	tiv ibo igl gby igb bzw idu agc bky izi ige afo mfn kez yba jub akf eka org isi afe bkv ekr eze ukp mfo nbp abm alf	tiv-ng ibo-ng igl-ng gby-ng igb-ng bzw-ng idu-ng agc-ng bky-ng izi-ng ige-ng afo-ng mfn-ng kez-ng yba-ng jub-ng akf-ng eka-ng org-ng isi-ng afe-ng bkv-ng ekr-ng eze-ng ukp-ng mfo-ng nbp-ng abm-ng alf-ng	17.95	29	181.335567749709	7	227.5
5506	5506	1102062.95885341	794108.138521121	1	tiv fub jbu juk bky lns nza ndi lmp ich kub ndr ags isu tdq bkm jub ybl bmv ass ngn jbu utr bec uta afe nhu bkv btt bec oku bzy nza mff bfm lmx bby ukp kpk klo agq iyo brt bfp dmo uiv bzv uiv emn ncr fam kfn asj byp uba alf kub tiv ckx ybl bzz jms fak amb mij aku aku cug weh buz add kfl boe bnz muc kid zhw byf	tiv-ng fub-ng jbu-ng juk-ng bky-ng lns-cm nza-cm ndi-ng lmp-cm ich-ng kub-ng ndr-ng ags-cm isu-cm tdq-ng bkm-cm jub-ng ybl-ng bmv-cm ass-cm ngn-cm jbu-cm utr-ng bec-cm uta-ng afe-ng nhu-cm bkv-ng btt-ng bec-ng oku-cm bzy-ng nza-ng mff-cm bfm-cm lmx-cm bby-cm ukp-ng kpk-ng klo-ng agq-cm iyo-cm brt-ng bfp-cm dmo-cm uiv-ng bzv-cm uiv-cm emn-cm ncr-cm fam-ng kfn-cm asj-cm byp-ng uba-ng alf-ng kub-cm tiv-cm ckx-cm ybl-cm bzz-ng jms-ng fak-cm amb-ng mij-cm aku-cm aku-ng cug-cm weh-cm buz-ng add-ng kfl-cm boe-cm bnz-cm muc-cm kid-cm zhw-cm byf-ng	61.4761904761905	79	182.393152230801	7	237
5507	5507	1302438.0422813	794108.138521121	1	fub gya vut fub ccg tik pfe jib sgi mzk lns ndr mcu nza ndi lmp ndr yam www knp kdz nfu ncp nza brt mtk kdx btu brt abo add vut bgu lmp mcj bgu amb twn nuh bqw yam acb fum kwq vit lns kgt	fub-cm gya-cm vut-cm fub-ng ccg-ng tik-cm pfe-cm jib-ng sgi-cm mzk-ng lns-cm ndr-cm mcu-cm nza-cm ndi-ng lmp-cm ndr-ng yam-cm www-cm knp-cm kdz-cm nfu-cm ncp-cm nza-ng brt-cm mtk-cm kdx-ng btu-ng brt-ng abo-ng add-cm vut-ng bgu-cm lmp-ng mcj-ng bgu-ng amb-ng twn-cm nuh-ng bqw-ng yam-ng acb-ng fum-ng kwq-ng vit-ng lns-ng kgt-ng	35.9761904761905	47	185.104893693931	8	239
5508	5508	1502813.1257092	794108.138521121	1	fub gya mdd dur pfe kbn sgi pmn gke	fub-cm gya-cm mdd-cm dur-cm pfe-cm kbn-cm sgi-cm pmn-cm gke-cm	4.25	9	185.265591201413	7	233
5509	5509	1703188.20913709	794108.138521121	1	bpd gya gya dur gbq kbn lap ksp kbn pnz kzr nzy xuo pnz mdd kzr lap xuo pnz nzy	bpd-cf gya-cm gya-cf dur-cm gbq-cf kbn-cf lap-td ksp-cf kbn-cm pnz-cf kzr-cm nzy-td xuo-td pnz-cm mdd-cf kzr-td lap-cf xuo-cm pnz-td nzy-cm	11.5277777777778	20	186.345017192604	7	215
5510	5510	1903563.29256498	794108.138521121	1	bpd sba bqk gbq gbp kbn lap dgk sqm nmc ksp nmc gqr bjv myb ksp myb lap	bpd-cf sba-td bqk-cf gbq-cf gbp-cf kbn-cf lap-td dgk-cf sqm-cf nmc-cf ksp-cf nmc-td gqr-td bjv-td myb-td ksp-td myb-cf lap-cf	8.27777777777778	17	187.58381566602	7	204
5511	5511	2103938.37599288	794108.138521121	1	bfl bpd mzv bqk gbp dgk nmc nmc ndy ndy myb vae	bfl-cf bpd-cf mzv-cf bqk-cf gbp-cf dgk-cf nmc-cf nmc-td ndy-cf ndy-td myb-cf vae-cf	4.62063492063492	12	190.383606499602	7	210
5512	5512	2304313.45942077	794108.138521121	1	bfl mzv liy bqk bbp	bfl-cf mzv-cf liy-cf bqk-cf bbp-cf	1.17619047619048	5	192.541160522201	7	230
5513	5513	2504688.54284866	794108.138521121	1	bfl bpd liy tor	bfl-cf bpd-cf liy-cf tor-cf	0.837301587301587	4	193.879935717517	7	238
5514	5514	2705063.62627655	794108.138521121	1	bfl	bfl-cf	0.142857142857143	1	191.038473502052	7	235
5515	5515	2905438.70970444	794108.138521121	1	thu bvi bpd bjo bfl bqk bdj tor myj	thu-sd bvi-sd bpd-sd bjo-sd bfl-sd bqk-sd bdj-sd tor-sd myj-sd	4.83333333333333	9	186.723563148552	7	220
5516	5516	3105813.79313234	794108.138521121	1	dik bxb lwo bvi ndz bot bdj bbp	dik-sd bxb-sd lwo-sd bvi-sd ndz-sd bot-sd bdj-sd bbp-sd	5.2	8	182.327640900186	7	204.5
5517	5517	3306188.87656023	794108.138521121	1	nus dik dib bex blm atu bot	nus-sd dik-sd dib-sd bex-sd blm-sd atu-sd bot-sd	2.34285714285714	7	179.847178595459	7	185
5518	5518	3506563.95998812	794108.138521121	1	nus dib mur dks atu	nus-sd dib-sd mur-sd dks-sd atu-sd	1.34285714285714	5	179.015181754542	7	198
5519	5519	3706939.04341602	794108.138521121	1	nus anu mur nus anu	nus-sd anu-et mur-sd nus-et anu-sd	1.92619047619048	5	177.804722692721	7	212
5520	5520	3907314.12684391	794108.138521121	1	gaz anu mym kbr mpe moy mdx she suq bcq koe koe mur sbf	gaz-et anu-et mym-et kbr-et mpe-et moy-et mdx-et she-et suq-et bcq-et koe-et koe-sd mur-et sbf-et	8.11111111111111	14	194.007578846421	8	237
5521	5521	4107689.2102718	794108.138521121	1	gaz gmo mym wal kbr hdy sgw alw bcq jnj ktb bst ior dim mfx noz cra doz bsw	gaz-et gmo-et mym-et wal-et kbr-et hdy-et sgw-et alw-et bcq-et jnj-et ktb-et bst-et ior-et dim-et mfx-et noz-et cra-et doz-et bsw-et	9.52777777777778	19	192.959663298592	10	261
5522	5522	4308064.29369969	794108.138521121	1	gax amh wal sid hdy stv sgw alw ktb drs ior zwa liq mvz kcx bsw	gax-et amh-et wal-et sid-et hdy-et stv-et sgw-et alw-et ktb-et drs-et ior-et zwa-et liq-et mvz-et kcx-et bsw-et	7.33333333333333	16	186.245510925085	10	250
5523	5523	4508439.37712758	794108.138521121	1	som gax hae	som-et gax-et hae-et	0.395833333333333	3	176.603239803842	9	186
5524	5524	4708814.46055548	794108.138521121	1	som gax hae	som-et gax-et hae-et	0.395833333333333	3	160.263395381653	2	81
5525	5525	4909189.54398337	794108.138521121	1	som	som-et	0.0625	1	152.81999217623	3	50
5526	5526	5109564.62741126	794108.138521121	1	som som	som-so som-et	0.0969827586206897	2	149.743180765695	3	46
5527	5527	5309939.71083915	794108.138521121	1	som som	som-so som-et	0.0969827586206897	2	141.403302685762	0	47
5528	5528	5510314.79426705	794108.138521121	0.59	som	som-so	0.0344827586206897	1	124.521544598238	0	38
5529	5529	5710689.87769494	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5530	5530	5911064.96112283	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5531	5531	6111440.04455072	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5532	5532	6311815.12797862	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5533	5533	6512190.21140651	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5534	5534	6712565.2948344	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5535	5535	6912940.37826229	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5536	5536	7113315.46169019	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5537	5537	7313690.54511808	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5538	5538	7514065.62854597	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5539	5539	7714440.71197386	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5540	5540	7914815.79540176	794108.138521121	0	NA	NA	0	0	94.9328756167359	NA	NA
5541	5541	8115190.87882965	794108.138521121	0.01	div	div-mv	0.2	1	78.186192067982	NA	272
5542	5542	8315565.96225754	794108.138521121	0	NA	NA	0	0	93.0721330002077	NA	NA
5543	5543	8515941.04568543	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5544	5544	8716316.12911333	794108.138521121	0.01	NA	NA	0	0	154.373780219574	NA	291
5545	5545	8916691.21254122	794108.138521121	0.65	sin tam ved sci idb	sin-lk tam-lk ved-lk sci-lk idb-lk	1.61666666666667	5	166.786522526899	12	353
5546	5546	9117066.29596911	794108.138521121	0.38	sin tam ved sci idb	sin-lk tam-lk ved-lk sci-lk idb-lk	1.61666666666667	5	180.596837589309	7	294
5547	5547	9317441.379397	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5548	5548	9517816.4628249	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5549	5549	9718191.54625279	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5550	5550	9918566.62968068	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5551	5551	10118941.7131086	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5552	5552	10319316.7965365	794108.138521121	0.01	ncb	ncb-in	0.5	1	72.7545543140943	NA	328
5553	5553	10519691.8799644	794108.138521121	0.01	nik sii	nik-in sii-in	2	2	75.3063474394395	NA	339
5554	5554	10720066.9633923	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5555	5555	10920442.0468201	794108.138521121	0.02	sou urk mwt	sou-th urk-th mwt-th	0.976190476190476	3	76.0619465947302	NA	290
5556	5556	11120817.130248	794108.138521121	0.62	sou meo mfa tnz urk mwt tnz meo	sou-th meo-my mfa-th tnz-th urk-th mwt-th tnz-my meo-th	4.55952380952381	8	150.323260507031	11	302.5
5557	5557	11321192.2136759	794108.138521121	0.19	sou mfa	sou-th mfa-th	0.476190476190476	2	158.357390002769	NA	305
5558	5558	11521567.2971038	794108.138521121	0	NA	NA	0	0	136.558748275	NA	NA
5559	5559	11721942.3805317	794108.138521121	0	NA	NA	0	0	101.9798492245	NA	NA
5560	5560	11922317.4639596	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5561	5561	12122692.5473875	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5562	5562	12323067.6308154	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5563	5563	12523442.7142433	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5564	5564	12723817.7976712	794108.138521121	0	NA	NA	0	0	1	NA	NA
5565	5565	12924192.8810991	794108.138521121	0.09	dtp tsg txa drg bdr kqr tgb pwm bdg ill sjm sse ktr grm tdu	dtp-my tsg-my txa-my drg-my bdr-my kqr-my tgb-my pwm-ph bdg-my ill-my sjm-my sse-my ktr-my grm-my tdu-my	7.61666666666667	15	73.9987858089653	NA	365
5566	5566	13124567.964527	794108.138521121	0.1	tsg txa ssb drg bdr kqr pwm bdg sjm sjm pwm	tsg-my txa-my ssb-my drg-my bdr-my kqr-my pwm-ph bdg-my sjm-my sjm-ph pwm-my	5.15	11	117.846025555623	NA	365
5567	5567	13324943.0479549	794108.138521121	0.01	slm	slm-ph	0.25	1	83.5321890352834	NA	357
5568	5568	13525318.1313827	794108.138521121	0.09	suc cbk skn yka sse slm	suc-ph cbk-ph skn-ph yka-ph sse-ph slm-ph	2.91666666666667	6	73.8937145031274	NA	303
5569	5569	13725693.2148106	794108.138521121	0.39	ceb syb mrw mdh suc laa cbk mta skn tiy sse	ceb-ph syb-ph mrw-ph mdh-ph suc-ph laa-ph cbk-ph mta-ph skn-ph tiy-ph sse-ph	4.79166666666667	11	136.136322522821	NA	326
5570	5570	13926068.2982385	794108.138521121	0.87	ceb hil msm bkd mrw mdh msk mbi bpr tbl bps klg kqe atd mbd mbt mta tiy daw mbb obo bgs bgi kll	ceb-ph hil-ph msm-ph bkd-ph mrw-ph mdh-ph msk-ph mbi-ph bpr-ph tbl-ph bps-ph klg-ph kqe-ph atd-ph mbd-ph mbt-ph mta-ph tiy-ph daw-ph mbb-ph obo-ph bgs-ph bgi-ph kll-ph	14.5416666666667	24	181.670556070519	12	365
5571	5571	14126443.3816664	794108.138521121	0.22	msm msk kqe mbd mbs daw kyk mst mry myt	msm-ph msk-ph kqe-ph mbd-ph mbs-ph daw-ph kyk-ph mst-ph mry-ph myt-ph	6.25	10	174.10344623734	NA	366
5572	5572	14326818.4650943	794108.138521121	0	NA	NA	0	0	176.752603039491	NA	NA
5573	5573	14527193.5485222	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5574	5574	14727568.6319501	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5575	5575	14927943.715378	794108.138521121	0.01	pau	pau-pw	1	1	58.3363243296309	12	366
5576	5576	15128318.7988059	794108.138521121	0	NA	NA	0	0	58.3363243296307	NA	NA
5577	5577	15328693.8822338	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5578	5578	15529068.9656617	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5579	5579	15729444.0490896	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5580	5580	15929819.1325175	794108.138521121	0.000215904595030362	woe	woe-fm	1	1	1	NA	365
5581	5581	16130194.2159453	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5582	5582	16330569.2993732	794108.138521121	0.000118175266317988	stw	stw-fm	1	1	1	NA	365
5583	5583	16530944.3828011	794108.138521121	0.000687660149039356	puw	puw-fm	1	1	1	NA	365
5584	5584	16731319.466229	794108.138521121	0	NA	NA	0	0	1	NA	NA
5585	5585	16931694.5496569	794108.138521121	0.01	chk mrl	chk-fm mrl-fm	1.33333333333333	2	NA	NA	366
5586	5586	17132069.6330848	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5587	5587	17332444.7165127	794108.138521121	0.01	mrl	mrl-fm	0.333333333333333	1	NA	NA	NA
5588	5588	17532819.7999406	794108.138521121	0.01	pon	pon-fm	1	1	22.0185184475	NA	366
5589	5589	17733194.8833685	794108.138521121	0.000128042336807455	mkj	mkj-fm	1	1	72.4629627215	NA	NA
5590	5590	17933569.9667964	794108.138521121	0	NA	NA	0	0	1	NA	NA
5591	5591	18133945.0502243	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5592	5592	18334320.1336522	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5593	5593	18534695.2170801	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5594	5594	18735070.300508	794108.138521121	0.01	mah	mah-mh	0.0588235294117647	1	110.547304537999	NA	366
5595	5595	18935445.3839358	794108.138521121	0	NA	NA	0	0	73.9500175722946	NA	NA
5596	5596	19135820.4673637	794108.138521121	0.01	mah	mah-mh	0.0588235294117647	1	13.4680702422931	12	366
5597	5597	19336195.5507916	794108.138521121	0	NA	NA	0	0	1	NA	NA
5598	5598	19536570.6342195	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5599	5599	19736945.7176474	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5600	5600	19937320.8010753	794108.138521121	0	NA	NA	0	0	NA	NA	NA
5601	5601	-19937320.8010753	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5602	5602	-19736945.7176474	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5603	5603	-19536570.6342195	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5604	5604	-19336195.5507916	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5605	5605	-19135820.4673637	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5606	5606	-18935445.3839358	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5607	5607	-18735070.3005079	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5608	5608	-18534695.21708	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5609	5609	-18334320.1336522	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5610	5610	-18133945.0502243	593005.400419774	0	NA	NA	0	0	1	NA	NA
5611	5611	-17933569.9667964	593005.400419774	0	NA	NA	0	0	1	NA	238
5612	5612	-17733194.8833685	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5613	5613	-17532819.7999406	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5614	5614	-17332444.7165127	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5615	5615	-17132069.6330848	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5616	5616	-16931694.5496569	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5617	5617	-16731319.466229	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5618	5618	-16530944.3828011	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5619	5619	-16330569.2993732	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5620	5620	-16130194.2159453	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5621	5621	-15929819.1325174	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5622	5622	-15729444.0490896	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5623	5623	-15529068.9656617	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5624	5624	-15328693.8822338	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5625	5625	-15128318.7988059	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5626	5626	-14927943.715378	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5627	5627	-14727568.6319501	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5628	5628	-14527193.5485222	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5629	5629	-14326818.4650943	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5630	5630	-14126443.3816664	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5631	5631	-13926068.2982385	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5632	5632	-13725693.2148106	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5633	5633	-13525318.1313827	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5634	5634	-13324943.0479548	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5635	5635	-13124567.964527	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5636	5636	-12924192.8810991	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5637	5637	-12723817.7976712	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5638	5638	-12523442.7142433	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5639	5639	-12323067.6308154	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5640	5640	-12122692.5473875	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5641	5641	-11922317.4639596	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5642	5642	-11721942.3805317	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5643	5643	-11521567.2971038	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5644	5644	-11321192.2136759	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5645	5645	-11120817.130248	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5646	5646	-10920442.0468201	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5647	5647	-10720066.9633922	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5648	5648	-10519691.8799644	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5649	5649	-10319316.7965365	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5650	5650	-10118941.7131086	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5651	5651	-9918566.62968067	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5652	5652	-9718191.54625278	593005.400419774	0	NA	NA	0	0	NA	NA	273
5653	5653	-9517816.46282489	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5654	5654	-9317441.379397	593005.400419774	0	NA	NA	0	0	NA	NA	NA
5655	5655	-9117066.2959691	593005.400419774	0	NA	NA	0	0	85.0619140900013	NA	NA
5656	5656	-8916691.21254121	593005.400419774	0	NA	NA	0	0	126.4905609415	NA	NA
5657	5657	-8716316.12911332	593005.400419774	0.01	emp bdc	emp-co bdc-co	0.666666666666667	2	121.88895440194	NA	366
5658	5658	-8515941.04568543	593005.400419774	1	spa emp cmi noa bdc tdc	spa-co emp-co cmi-co noa-co bdc-co tdc-co	2.53125	6	180.473732042606	12	366
5659	5659	-8315565.96225753	593005.400419774	1	spa cmi	spa-co cmi-co	0.364583333333333	1	194.538609543009	12	355
5660	5660	-8115190.87882964	593005.400419774	1	spa aca tbn	spa-co aca-co tbn-co	0.78125	3	188.196406725977	11	314
