index	longitudes	latitudes	LANG_ISO	ID_ISO_A2	weighted_endemism	language_diversity	land_coverage	mgs	vegetation_productivity	new.mgs
929	929	4257970.52284272	496476.086131128	som gax gax som tuv saq rel gmo mym amf wal sid aiw dsh muu muz kqy arv gwd tsb mdy dsh bst gdl bji drs kxc tuv dim mfx noz bji cra zay doz dox oyd gyl kxh xwg kcx bsw bxe	som-et gax-et gax-ke som-ke tuv-ke saq-ke rel-ke gmo-et mym-et amf-et wal-et sid-et aiw-et dsh-et muu-ke muz-et kqy-et arv-et gwd-et tsb-et mdy-et dsh-ke bst-et gdl-et bji-et drs-et kxc-et tuv-et dim-et mfx-et noz-et bji-ke cra-et zay-et doz-et dox-et oyd-et gyl-et kxh-et xwg-et kcx-et bsw-et bxe-et	33.0333333333333	42	1	8	168.67885708081	150
930	930	4758908.23141245	496476.086131128	som som gax gax som ymm gax tqq dbr gex	som-so som-et gax-et gax-ke som-ke ymm-so gax-so tqq-so dbr-so gex-so	4.00952380952381	10	1	3	152.876238324859	55
931	931	5259845.93998218	496476.086131128	som som ymm	som-so som-et ymm-so	0.676190476190476	3	0.63	2	139.684686245818	48
932	932	5760783.64855191	496476.086131128	NA	NA	0	0	0	0	NA	NA
933	933	6261721.35712165	496476.086131128	NA	NA	0	0	0	NA	NA	NA
934	934	6762659.06569137	496476.086131128	NA	NA	0	0	0	NA	NA	NA
935	935	7263596.77426111	496476.086131128	NA	NA	0	0	0	NA	NA	NA
936	936	7764534.48283084	496476.086131128	NA	NA	0	0	0	12	NA	NA
937	937	8265472.19140057	496476.086131128	div	div-mv	0.333333333333333	1	0.01	11	67.9088965198279	284
938	938	8766409.8999703	496476.086131128	sin tam idb	sin-lk tam-lk idb-lk	0.833333333333333	3	0.04	12	NA	357
939	939	9267347.60854003	496476.086131128	sin tam	sin-lk tam-lk	0.5	2	0.01	11	NA	328.5
940	940	9768285.31710976	496476.086131128	NA	NA	0	0	0	NA	NA	NA
941	941	10269223.0256795	496476.086131128	nik	nik-in	0.5	1	0.01	12	NA	344
942	942	10770160.7342492	496476.086131128	zlm jav min ace bbc btx gay bts btd btz smr skh	zlm-id jav-id min-id ace-id bbc-id btx-id gay-id bts-id btd-id btz-id smr-id skh-id	6.75396825396825	12	0.33	12	176.837212634223	366
943	943	11271098.442819	496476.086131128	zlm sou zlm bbc szc meo akb mfa sea tea btq sza jak zmi jhi bts mnq kns tnz tmw jah mhe lnh tmo mzt cwg urk kns knq mbf knq ssm tnz meo sbo ccm mcm	zlm-id sou-th zlm-my bbc-id szc-my meo-my akb-id mfa-th sea-my tea-my btq-my sza-my jak-my zmi-my jhi-my bts-id mnq-my kns-my tnz-th tmw-my jah-my mhe-my lnh-my tmo-my mzt-my cwg-my urk-th kns-th knq-my mbf-my knq-th ssm-my tnz-my meo-th sbo-my ccm-my mcm-my	28.7777777777778	37	0.6	12	187.112619531332	365
944	944	11772036.1513887	496476.086131128	zlm zlm jak	zlm-id zlm-my jak-my	0.527777777777778	3	0.01	12	5.51786593250804	366
945	945	12272973.8599584	496476.086131128	zlm iba mel dro sdx	zlm-id iba-my mel-my dro-my sdx-my	2.64444444444444	5	0.05	12	52.8012578266227	366
946	946	12773911.5685281	496476.086131128	zlm iba xkl tid dtb xkn sge dtp mvv put puj tsg kzi kxd pez sjb txa sbr xkl plz lnd ssb bqr lnd mel kys drg kxd kzj dmg iba pne mvv puc kzi bdr ree xky snv beg bnb xky tih bny sib mqq ulu nrm bsb kyi kqr kzs kqv slg ttg tgb slg bkn ruu bsb bsy kxi pna kqv zbe lgi kzt low ttw bkn dtr zbc sbr ill kqt sjm lnd txx skp snv tgq zbw spg lhn ktr gnq pnm kag mxr umi grm tdu dkr dpp pne mel	zlm-my iba-my xkl-id tid-id dtb-my xkn-id sge-id dtp-my mvv-my put-id puj-id tsg-my kzi-my kxd-my pez-my sjb-id txa-my sbr-id xkl-my plz-my lnd-my ssb-my bqr-id lnd-id mel-my kys-my drg-my kxd-bn kzj-my dmg-my iba-bn pne-my mvv-id puc-id kzi-id bdr-my ree-my xky-my snv-id beg-bn bnb-my xky-id tih-my bny-my sib-my mqq-my ulu-id nrm-my bsb-bn kyi-my kqr-my kzs-my kqv-id slg-id ttg-bn tgb-my slg-my bkn-id ruu-my bsb-my bsy-my kxi-my pna-my kqv-my zbe-my lgi-id kzt-my low-my ttw-my bkn-my dtr-my zbc-my sbr-my ill-my kqt-my sjm-my lnd-bn txx-my skp-my snv-my tgq-my zbw-my spg-my lhn-my ktr-my gnq-my pnm-my kag-my mxr-my umi-my grm-my tdu-my dkr-my dpp-my pne-bn mel-bn	80.1166666666667	96	0.58	12	190.395324528907	366
947	947	13274849.2770979	496476.086131128	iba xkl tid dtb bdb sge dtp bve dbj tsg sjb txa sbr ssb bqr tid drg dmg blj bdr tsg ulu ssb kqr kzs sml srk sse ill kve slm sjm sse coa abf dmv	iba-my xkl-id tid-id dtb-my bdb-id sge-id dtp-my bve-id dbj-my tsg-my sjb-id txa-my sbr-id ssb-my bqr-id tid-my drg-my dmg-my blj-id bdr-my tsg-ph ulu-id ssb-ph kqr-my kzs-my sml-ph srk-my sse-ph ill-my kve-my slm-ph sjm-my sse-my coa-my abf-my dmv-my	21.7833333333333	34	0.22	12	107.959786655351	365
948	948	13775786.9856676	496476.086131128	hil mdh bpr tbl bps klg kqe cbk mbs mta tiy sxn yka sse snl sxn	hil-ph mdh-ph bpr-ph tbl-ph bps-ph klg-ph kqe-ph cbk-ph mbs-ph mta-ph tiy-ph sxn-id yka-ph sse-ph snl-ph sxn-ph	11.5	16	0.07	12	107.981274892421	326.5
949	949	14276724.6942373	496476.086131128	gbi tlb msk mbs tld loa	gbi-id tlb-id msk-ph mbs-ph tld-id loa-id	3.33333333333333	6	0.01	12	84.2733660086599	366
950	950	14777662.4028071	496476.086131128	sov tox	sov-pw tox-pw	2	2	0.01	12	1	366
951	951	15278600.1113768	496476.086131128	NA	NA	0	0	0	NA	NA	NA
952	952	15779537.8199465	496476.086131128	NA	NA	0	0	0	NA	NA	NA
953	953	16280475.5285163	496476.086131128	NA	NA	0	0	0	12	NA	NA
954	954	16781413.237086	496476.086131128	puw	puw-fm	0.5	1	0.01	12	NA	365
955	955	17282350.9456557	496476.086131128	pon mrl ngm nkr	pon-fm mrl-fm ngm-fm nkr-fm	2.66666666666667	4	0.01	12	NA	366
956	956	17783288.6542255	496476.086131128	pon pif mkj	pon-fm pif-fm mkj-fm	2.33333333333333	3	0.01	12	NA	366
957	957	18284226.3627952	496476.086131128	kos	kos-fm	1	1	0.000427118806758471	12	NA	366
958	958	18785164.0713649	496476.086131128	mah	mah-mh	0.125	1	0.01	12	1	366
959	959	19286101.7799347	496476.086131128	gil mah	gil-ki mah-mh	0.375	2	0.01	12	14.6615276336175	366
960	960	19787039.4885044	496476.086131128	NA	NA	0	0	0	12	NA	NA
961	961	-19787039.4885044	-10302.8138842629	NA	NA	0	0	0	12	69.02083588	NA
962	962	-19286101.7799346	-10302.8138842629	NA	NA	0	0	0	7	NA	NA
963	963	-18785164.0713649	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
964	964	-18284226.3627952	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
965	965	-17783288.6542255	-10302.8138842629	NA	NA	0	1	0.01	6	NA	216
966	966	-17282350.9456557	-10302.8138842629	gil	gil-ki	0.25	1	0.01	NA	NA	220
967	967	-16781413.237086	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
968	968	-16280475.5285163	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
969	969	-15779537.8199465	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
970	970	-15278600.1113768	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
971	971	-14777662.4028071	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
972	972	-14276724.6942373	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
973	973	-13775786.9856676	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
974	974	-13274849.2770979	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
975	975	-12773911.5685281	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
976	976	-12272973.8599584	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
977	977	-11772036.1513887	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
978	978	-11271098.4428189	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
979	979	-10770160.7342492	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
980	980	-10269223.0256795	-10302.8138842629	spa	spa-ec	0.2	1	0.01	4	82.2585372894647	110.5
981	981	-9768285.31710975	-10302.8138842629	spa	spa-ec	0.2	0	0	10	47.4332008325932	109
982	982	-9267347.60854002	-10302.8138842629	NA	NA	0	0	0	0	NA	179
983	983	-8766409.89997029	-10302.8138842629	spa spa qug jiv qvz pbb acu auc quw qvo qxr zro qud qvi sja inb kwi inj con sey con qxl cbi kbh qvo cof kwi mue sja	spa-co spa-ec qug-ec jiv-ec qvz-ec pbb-co acu-ec auc-ec quw-ec qvo-ec qxr-ec zro-ec qud-ec qvi-ec sja-co inb-co kwi-co inj-co con-ec sey-ec con-co qxl-ec cbi-ec kbh-co qvo-co cof-ec kwi-ec mue-ec sja-ec	20.3944444444444	29	0.8	12	179.281803130793	343
984	984	-8265472.19140056	-10302.8138842629	spa spa spa hto huu qvo qvz huu auc qvo zro qvz inb coe sey bmr boa inj snn sey boa ycn oca cbd arl ano yri qvo snn	spa-co spa-pe spa-ec hto-co huu-co qvo-pe qvz-ec huu-pe auc-ec qvo-ec zro-ec qvz-pe inb-co coe-co sey-pe bmr-co boa-pe inj-co snn-co sey-ec boa-co ycn-co oca-co cbd-co arl-pe ano-co yri-co qvo-co snn-ec	17.8880341880342	28	1	12	209.347074518644	366
985	985	-7764534.48283083	-10302.8138842629	spa kpc cub kpc yrl gae bsn tav boa bao bwi mbr myy tnc ycn tae cby des hux cbd myy tuo cbb ano cbc rgr gvc cub yrl gvc sri tuo tue des pir yui sri yui tue cbc cbv bao yab jup pir pok tae jup	spa-co kpc-co cub-co kpc-br yrl-br gae-br bsn-co tav-co boa-pe bao-co bwi-br mbr-co myy-co tnc-co ycn-co tae-br cby-co des-co hux-pe cbd-co myy-br tuo-co cbb-co ano-co cbc-co rgr-pe gvc-co cub-br yrl-co gvc-br sri-co tuo-br tue-co des-br pir-br yui-co sri-br yui-br tue-br cbc-br cbv-co bao-br yab-br jup-co pir-co pok-br tae-co jup-br	40.5277777777778	48	1	12	209.45544433752	366
986	986	-7263596.7742611	-10302.8138842629	por guu wca gae guu kpc kpc bwi mht yrl mbj gae yrl mht yrl kwa	por-br guu-ve wca-br gae-ve guu-br kpc-ve kpc-br bwi-ve mht-ve yrl-br mbj-br gae-br yrl-ve mht-br yrl-co kwa-br	8.60658914728682	16	1	12	210.930911087479	366
987	987	-6762659.06569137	-10302.8138842629	por eng wca atr wap wap waw hix waw mzx	por-br eng-gy wca-br atr-br wap-gy wap-br waw-br hix-br waw-gy mzx-gy	4.30658914728682	10	1	12	209.805828106086	339
988	988	-6261721.35712164	-10302.8138842629	por eng nld wap waw apy hix waw way slj tri pto sik mzx	por-br eng-gy nld-sr wap-gy waw-br apy-br hix-br waw-gy way-br slj-br tri-br pto-br sik-br mzx-gy	9.05658914728682	14	1	12	213.360756868837	300
989	989	-5760783.6485519	-10302.8138842629	por oym iap oym	por-br oym-br iap-br oym-gf	2.02325581395349	4	0.92	11	201.242652886894	312
990	990	-5259845.93998217	-10302.8138842629	por urb	por-br urb-br	0.523255813953488	2	0.34	9	173.915132055879	318
991	991	-4758908.23141244	-10302.8138842629	por	por-br	0.0232558139534884	0	0.01	7	NA	265.5
992	992	-4257970.52284271	-10302.8138842629	NA	NA	0	0	0	6	NA	NA
993	993	-3757032.81427298	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
994	994	-3256095.10570325	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
995	995	-2755157.39713352	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
996	996	-2254219.68856379	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
997	997	-1753281.97999405	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
998	998	-1252344.27142432	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
999	999	-751406.562854592	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1000	1000	-250468.85428486	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1001	1001	250468.854284871	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1002	1002	751406.562854603	-10302.8138842629	mye cri aoa fab	mye-ga cri-st aoa-st fab-gq	3.5	4	0.01	9	27.6394042982219	284
1003	1003	1252344.27142433	-10302.8138842629	fan koq fan mye nzb swj puu teg bkw tsv snq nra nzb bbg zmn sak wum mhb wdd bkc tsa kbs nda buw nui bxc keb syi nmg sbw dma pic bnm sxe bng vum fan gyi syi ynh yko bng	fan-ga koq-ga fan-gq mye-ga nzb-ga swj-ga puu-ga teg-ga bkw-cg tsv-ga snq-ga nra-ga nzb-cg bbg-ga zmn-ga sak-ga wum-ga mhb-ga wdd-ga bkc-ga tsa-ga kbs-ga nda-ga buw-ga nui-gq bxc-gq keb-ga syi-gq nmg-gq sbw-ga dma-ga pic-ga bnm-gq sxe-ga bng-gq vum-ga fan-cg gyi-gq syi-ga ynh-ga yko-gq bng-ga	32.3333333333333	43	0.94	10	193.976097106357	320
1004	1004	1753281.97999406	-10302.8138842629	lol axk bkc koq skt nzb ebo nto teg bkw ebo mdt mdw szg nzu akw teg biz mgg bli mdt koh ngz kxx zmx nra bok kwc lse kkw bvx zmn bni mow bui mhb njy bmw bgf koq mdu nda bni zmn pmm bkw nmd gya mcx nra fan kzo bmw ndn njy bgf bkw tck	lol-cd axk-cg bkc-cm koq-ga skt-cd nzb-ga ebo-cd nto-cd teg-ga bkw-cg ebo-cg mdt-cg mdw-cg szg-cd nzu-cg akw-cg teg-cg biz-cd mgg-cm bli-cd mdt-ga koh-cg ngz-cg kxx-cg zmx-cg nra-ga bok-cg kwc-cg lse-cd kkw-cg bvx-cg zmn-ga bni-cd mow-cg bui-cg mhb-ga njy-cm bmw-cg bgf-cm koq-cg mdu-cg nda-ga bni-cg zmn-cg pmm-cg bkw-ga nmd-ga gya-cg mcx-cg nra-cg fan-cg kzo-ga bmw-cm ndn-cg njy-cg bgf-cg bkw-cm tck-ga	43	58	1	12	197.155364050504	361
1005	1005	2254219.68856379	-10302.8138842629	lol ngc nxd yel khy nto tmv loq biz bli zms liz bok ndw lse bni lie ndl bzo bkp dzn bml bmg bkt	lol-cd ngc-cd nxd-cd yel-cd khy-cd nto-cd tmv-cd loq-cd biz-cd bli-cd zms-cd liz-cd bok-cg ndw-cd lse-cd bni-cd lie-cd ndl-cd bzo-cd bkp-cd dzn-cd bml-cd bmg-cd bkt-cd	13.25	24	1	12	204.48452190006	365
1006	1006	2755157.39713353	-10302.8138842629	lol tll kmw lea nxd bww mdj bcp mdq agh lej yel khy bja sod lmi hba kzy zmq lal bbm oml mfc zms pof loo kel gey soc asv fom mwz	lol-cd tll-cd kmw-cd lea-cd nxd-cd bww-cd mdj-cd bcp-cd mdq-cd agh-cd lej-cd yel-cd khy-cd bja-cd sod-cd lmi-cd hba-cd kzy-cd zmq-cd lal-cd bbm-cd oml-cd mfc-cd zms-cd pof-cd loo-cd kel-cd gey-cd soc-cd asv-cd fom-cd mwz-cd	20.1666666666667	32	1	12	206.88132194387	365
1007	1007	3256095.10570326	-10302.8138842629	kmw lea lug mdj efe les bcp kin nyn nyo lmi nnb ttj bhy kzy now bip hay nyj buu shr ndk cgg led tbt alz kin hke zmw khx kkq koo brf nix han lik nlj bct hav ktf rub niy kin mxh tlj koo tlj rwm vau rwm	kmw-cd lea-cd lug-ug mdj-cd efe-cd les-cd bcp-cd kin-rw nyn-ug nyo-ug lmi-cd nnb-cd ttj-ug bhy-cd kzy-cd now-tz bip-cd hay-tz nyj-cd buu-cd shr-cd ndk-cd cgg-ug led-cd tbt-cd alz-cd kin-cd hke-cd zmw-cd khx-cd kkq-cd koo-ug brf-cd nix-cd han-tz lik-cd nlj-cd bct-cd hav-cd ktf-cd rub-ug niy-cd kin-ug mxh-cd tlj-cd koo-cd tlj-ug rwm-ug vau-cd rwm-cd	38.4166666666667	52	1	12	193.458343501087	321
1008	1008	3757032.81427299	-10302.8138842629	tuv mas suk lug mas ach kdj pko laj nyo teo tcc luo xog hay sgc zin xsj ruc tuy niq eyo bxk kuj enb guz myx jit spy oki kdi ntk gwr kpz ngq luo ssc nuj lke rub adh zak ida tec soz ikz kuj sxb lsm kya ked teo nle teu pko lwg lko lts lkb lsm rag lri nyd lrm reg lto cwa lks	tuv-ke mas-tz suk-tz lug-ug mas-ke ach-ug kdj-ug pko-ke laj-ug nyo-ug teo-ug tcc-tz luo-ke xog-ug hay-tz sgc-ke zin-tz xsj-tz ruc-ug tuy-ke niq-ke eyo-ke bxk-ke kuj-tz enb-ke guz-ke myx-ug jit-tz spy-ke oki-ke kdi-ug ntk-tz gwr-ug kpz-ug ngq-tz luo-tz ssc-tz nuj-ug lke-ug rub-ug adh-ug zak-tz ida-ke tec-ke soz-tz ikz-tz kuj-ke sxb-ke lsm-ug kya-tz ked-tz teo-ke nle-ke teu-ug pko-ug lwg-ke lko-ke lts-ke lkb-ke lsm-ke rag-ke lri-ke nyd-ke lrm-ke reg-tz lto-ke cwa-tz lks-ke	56.0833333333333	69	1	12	132.197516013806	286
1009	1009	4257970.52284272	-10302.8138842629	gax som tuv mas orc kam mas saq kik pko rel nyf bob mer tuy ebu pkb muu oki thk ssn cuh mlk dal mws	gax-ke som-ke tuv-ke mas-tz orc-ke kam-ke mas-ke saq-ke kik-ke pko-ke rel-ke nyf-ke bob-ke mer-ke tuy-ke ebu-ke pkb-ke muu-ke oki-ke thk-ke ssn-ke cuh-ke mlk-ke dal-ke mws-ke	14.75	25	1	6	166.263360980441	147
1010	1010	4758908.23141245	-10302.8138842629	som som ymm tqq dbr jii bob bob swh gex swh dal xma	som-so som-ke ymm-so tqq-so dbr-so jii-so bob-ke bob-so swh-ke gex-so swh-so dal-ke xma-so	7.55952380952381	13	0.55	3	146.580146320839	68
1011	1011	5259845.93998218	-10302.8138842629	NA	NA	0	1	0.01	4	NA	67
1012	1012	5760783.64855191	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1013	1013	6261721.35712165	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1014	1014	6762659.06569137	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1015	1015	7263596.77426111	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1016	1016	7764534.48283084	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1017	1017	8265472.19140057	-10302.8138842629	div	div-mv	0.333333333333333	1	0.01	12	15.3652772892554	332
1018	1018	8766409.8999703	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1019	1019	9267347.60854003	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1020	1020	9768285.31710976	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1021	1021	10269223.0256795	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1022	1022	10770160.7342492	-10302.8138842629	min bbc akb btx mwv nia btd smr	min-id bbc-id akb-id btx-id mwv-id nia-id btd-id smr-id	3.66666666666667	8	0.02	12	65.417182907791	366
1023	1023	11271098.442819	-10302.8138842629	zlm jav mui zlm jax min bbc btm akb jak mwv dup kvr lce kvb dup lcf mbf ccm mcm	zlm-id jav-id mui-id zlm-my jax-id min-id bbc-id btm-id akb-id jak-my mwv-id dup-id kvr-id lce-id kvb-id dup-my lcf-id mbf-my ccm-my mcm-my	9.25396825396825	20	0.76	12	192.55155752539	366
1024	1024	11772036.1513887	-10302.8138842629	zlm mui zlm jax mfb jak dup lce ors kvb zlm orn ors mbf	zlm-id mui-id zlm-my jax-id mfb-id jak-my dup-id lce-id ors-my kvb-id zlm-sg orn-my ors-sg mbf-sg	7.94444444444444	14	0.11	12	65.953174589765	366
1025	1025	12272973.8599584	-10302.8138842629	zlm bjn zlm iba otd xdy nij knl knx iba sbx scg sdm kkx xem byd djo mtd emb mel bei lra rir sne sdo bth snb sre knx sdo kxn bth blg lkj lra trx	zlm-id bjn-id zlm-my iba-my otd-id xdy-id nij-id knl-id knx-id iba-id sbx-id scg-id sdm-id kkx-id xem-id byd-id djo-id mtd-id emb-id mel-my bei-id lra-id rir-id sne-my sdo-my bth-my snb-my sre-id knx-my sdo-id kxn-my bth-id blg-my lkj-my lra-my trx-my	28.0944444444444	36	0.66	12	191.678201681451	366
1026	1026	12773911.5685281	-10302.8138842629	bjn iba otd xdy nij xkl vkt knl lbx iba bfg mxd xkn bdb sge sbx bkr tjg mqg xke duq twy hov sya mhy pni bvu sjb pud xkl bvk apg emb dun xay whu bhv xkd whk xky tmn duw bkn bkn puf pku	bjn-id iba-my otd-id xdy-id nij-id xkl-id vkt-id knl-id lbx-id iba-id bfg-id mxd-id xkn-id bdb-id sge-id sbx-id bkr-id tjg-id mqg-id xke-id duq-id twy-id hov-id sya-id mhy-id pni-id bvu-id sjb-id pud-id xkl-my bvk-id apg-id emb-id dun-id xay-id whu-id bhv-id xkd-id whk-id xky-my tmn-id duw-id bkn-id bkn-my puf-id pku-id	31.7333333333333	47	0.98	12	207.021323200017	366
1027	1027	13274849.2770979	-10302.8138842629	bjn bug vkt pmf mxd bdb sge gor bve lew blf kli xmz ppk kzf law lje whu dok txm txe rob mdr ums bhz mzq npy myl dms mqx unz bep tdj skx sdu bzl sko klw bls tvw pee psn bdl brs tln toy bdx	bjn-id bug-id vkt-id pmf-id mxd-id bdb-id sge-id gor-id bve-id lew-id blf-id kli-id xmz-id ppk-id kzf-id law-id lje-id whu-id dok-id txm-id txe-id rob-id mdr-id ums-id bhz-id mzq-id npy-id myl-id dms-id mqx-id unz-id bep-id tdj-id skx-id sdu-id bzl-id sko-id klw-id bls-id tvw-id pee-id psn-id bdl-id brs-id tln-id toy-id bdx-id	35.3166666666667	48	0.36	12	159.149010655166	366
1028	1028	13775786.9856676	-10302.8138842629	bug pmf gor loe lew mog blf bgz xmz tnt swu tlv bld bkz sxn blz szn bne tnw txs tdn rth tom llq kzp mqc pns kzd bnq zbt bdl bzb bgb bsu xmm	bug-id pmf-id gor-id loe-id lew-id mog-id blf-id bgz-id xmz-id tnt-id swu-id tlv-id bld-id bkz-id sxn-id blz-id szn-id bne-id tnw-id txs-id tdn-id rth-id tom-id llq-id kzp-id mqc-id pns-id kzd-id bnq-id zbt-id bdl-id bzb-id bgb-id bsu-id xmm-id	28.2833333333333	35	0.14	12	149.399066931511	365
1029	1029	14276724.6942373	-10302.8138842629	gbi tuj bhw tlb xmt gzn tby szw bzq szn tvo mqa loa pgu ptn mqo saj wli mqs tft mqc gei kgb mky max btj lau gak goq kax ibu bhc	gbi-id tuj-id bhw-id tlb-id xmt-id gzn-id tby-id szw-id bzq-id szn-id tvo-id mqa-id loa-id pgu-id ptn-id mqo-id saj-id wli-id mqs-id tft-id mqc-id gei-id kgb-id mky-id max-id btj-id lau-id gak-id goq-id kax-id ibu-id bhc-id	28.5833333333333	32	0.11	12	99.4897119904079	366
1030	1030	14777662.4028071	-10302.8138842629	ayz wad mej kgr mtj bhw mnx mxn akc jbj kps wgo sbg msg kzz bzp knd had kgw slz uka xod pru xmx lcc szp ner kzm mvx asz rnn dbn wuy	ayz-id wad-id mej-id kgr-id mtj-id bhw-id mnx-id mxn-id akc-id jbj-id kps-id wgo-id sbg-id msg-id kzz-id bzp-id knd-id had-id kgw-id slz-id uka-id xod-id pru-id xmx-id lcc-id szp-id ner-id kzm-id mvx-id asz-id rnn-id dbn-id wuy-id	30.8333333333333	33	0.22	12	174.541008017463	366
1031	1031	15278600.1113768	-10302.8138842629	bvz bhw kwe wai dei wsa xwr brp bkl wrp air njs yva bqb srl kpi xau bzu yki tmj tip kwt wor jbr wbb bpo bsm and amk itx srt tfo bnv mgk sob rac mvr auq pmo mvs bfe ymn pdn kdy wbw dbe kuc mth vto wkd kjr seu ppm mqr lio spi swr ism	bvz-id bhw-id kwe-id wai-id dei-id wsa-id xwr-id brp-id bkl-id wrp-id air-id njs-id yva-id bqb-id srl-id kpi-id xau-id bzu-id yki-id tmj-id tip-id kwt-id wor-id jbr-id wbb-id bpo-id bsm-id and-id amk-id itx-id srt-id tfo-id bnv-id mgk-id sob-id rac-id mvr-id auq-id pmo-id mvs-id bfe-id ymn-id pdn-id kdy-id wbw-id dbe-id kuc-id mth-id vto-id wkd-id kjr-id seu-id ppm-id mqr-id lio-id spi-id swr-id ism-id	48.3333333333333	58	0.06	12	NA	366
1032	1032	15779537.8199465	-10302.8138842629	jbr bpg kbi mgk auq tpf dmy mrx wuv yrs	jbr-id bpg-id kbi-id mgk-id auq-id tpf-id dmy-id mrx-id wuv-pg yrs-id	5.66666666666667	10	0.01	12	NA	366
1033	1033	16280475.5285163	-10302.8138842629	lid rak tlx nss lle npn pek twp sbc ktm kxr loj ttv pkg ssg pat elu ler mft los lek biq ncn anx sbh ncc lib	lid-pg rak-pg tlx-pg nss-pg lle-pg npn-pg pek-pg twp-pg sbc-pg ktm-pg kxr-pg loj-pg ttv-pg pkg-pg ssg-pg pat-pg elu-pg ler-pg mft-pg los-pg lek-pg biq-pg ncn-pg anx-pg sbh-pg ncc-pg lib-pg	26	27	0.01	12	NA	366
1034	1034	16781413.237086	-10302.8138842629	lcm emi tns	lcm-pg emi-pg tns-pg	2.5	3	0.01	12	NA	366
1035	1035	17282350.9456557	-10302.8138842629	kpg	kpg-fm	1	1	1.26562607041261e-05	NA	NA	NA
1036	1036	17783288.6542255	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1037	1037	18284226.3627952	-10302.8138842629	NA	NA	0	0	0	NA	NA	NA
1038	1038	18785164.0713649	-10302.8138842629	nau	nau-nr	1	1	7.19302745585115e-05	NA	1	366
1039	1039	19286101.7799347	-10302.8138842629	gil	gil-ki	0.25	1	0.01	12	46.0756402050003	365
1040	1040	19787039.4885044	-10302.8138842629	gil	gil-ki	0.25	1	0.01	12	NA	330
1041	1041	-19787039.4885044	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1042	1042	-19286101.7799346	-517081.713899654	NA	NA	0	1	0.01	7	29.0017009124176	318
1043	1043	-18785164.0713649	-517081.713899654	NA	NA	0	0	0	8	NA	317
1044	1044	-18284226.3627952	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1045	1045	-17783288.6542255	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1046	1046	-17282350.9456557	-517081.713899654	NA	NA	0	1	0.01	12	68.2247912826298	365
1047	1047	-16781413.237086	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1048	1048	-16280475.5285163	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1049	1049	-15779537.8199465	-517081.713899654	NA	NA	0	0	0	12	NA	NA
1050	1050	-15278600.1113768	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1051	1051	-14777662.4028071	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1052	1052	-14276724.6942373	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1053	1053	-13775786.9856676	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1054	1054	-13274849.2770979	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1055	1055	-12773911.5685281	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1056	1056	-12272973.8599584	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
1057	1057	-11772036.1513887	-517081.713899654	NA	NA	0	0	0	NA	NA	NA
