,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
sek,0.383283027,0.479716152,0.137000821,2,1.753717794,2,0.246282206,0
sel,0.421948533,0.461783548,0.116267919,2,1.694319386,1,-0.694319386,-1
sen,0.999534014,0.000464692,1.29E-06,1,1.00046728,1,-0.00046728,0
seo,0.828289663,0.162021674,0.009688662,1,1.181398999,1,-0.181398999,0
sep,0.999971366,2.86E-05,3.07E-08,1,1.000028665,1,-2.86648E-05,0
seq,0.999715294,0.000284046,6.61E-07,1,1.000285367,1,-0.000285367,0
ser,0.021832908,0.243653587,0.734513505,3,2.712680596,2,-0.712680596,-1
ses,0.999059079,0.000937507,3.41E-06,1,1.000944334,1,-0.000944334,0
set,0.986825208,0.013022743,0.000152049,1,1.013326841,1,-0.013326841,0
sev,0.995213579,0.004752202,3.42E-05,1,1.00482064,1,-0.00482064,0
sew,0.911905388,0.085053776,0.003040836,1,1.091135448,1,-0.091135448,0
sey,0.829523846,0.160912706,0.009563447,1,1.180039601,1,-0.180039601,0
sez,0.997861879,0.002127327,1.08E-05,1,1.002148915,1,-0.002148915,0
sfm,0.908963905,0.087822628,0.003213467,1,1.094249562,1,-0.094249562,0
sfw,0.998734529,0.001260312,5.16E-06,1,1.001270631,1,-0.001270631,0
sgb,0.97856359,0.02111833,0.00031808,1,1.02175449,1,-0.02175449,0
sgc,0.999624424,0.000374612,9.63E-07,1,1.000376539,1,-0.000376539,0
sge,0.940539756,0.057871806,0.001588438,1,1.061048682,1,-0.061048682,0
sgh,0.996208817,0.003766739,2.44E-05,1,1.003815626,1,-0.003815626,0
sgi,0.966957526,0.032420508,0.000621966,1,1.033664441,1,-0.033664441,0
sgk,0.88707305,0.108291121,0.004635829,1,1.117562779,1,-0.117562779,0
sgm,0.037071552,0.309362422,0.653566026,3,2.616494474,3,0.383505526,0
sgp,0.948842731,0.049912039,0.00124523,1,1.0524025,1,-0.0524025,0
sgr,0.975752735,0.02386284,0.000384425,1,1.02463169,1,-0.02463169,0
sgt,0.982137062,0.017622147,0.000240791,1,1.018103729,1,-0.018103729,0
sgu,0.373127418,0.483927673,0.14294491,2,1.769817492,2,0.230182508,0
sgw,0.999951193,4.87E-05,6.21E-08,1,1.000048869,1,-4.88687E-05,0
sgz,0.987697201,0.012165578,0.000137221,1,1.01244002,1,-0.01244002,0
sha,0.941963444,0.056509483,0.001527073,1,1.059563629,1,-0.059563629,0
shb,0.848133717,0.144089479,0.007776804,1,1.159643086,1,-0.159643086,0
shc,0.996602704,0.003376415,2.09E-05,1,1.003418177,1,-0.003418177,0
she,0.999465974,0.000532465,1.56E-06,1,1.000535586,1,-0.000535586,0
shg,0.914139821,0.082947563,0.002912617,1,1.088772796,1,-0.088772796,0
shh,0.793014744,0.193352296,0.01363296,1,1.220618215,1,-0.220618215,0
shi,0.999397282,0.000600876,1.84E-06,1,1.000604561,1,-0.000604561,0
shj,0.970269101,0.029203573,0.000527326,1,1.030258225,1,-0.030258225,0
shk,0.994319918,0.005636207,4.39E-05,1,1.005723957,1,-0.005723957,0
shl,0.308691002,0.504897807,0.186411191,2,1.877720189,1,-0.877720189,-1
shm,0.150458466,0.488731393,0.360810142,2,2.210351676,1,-1.210351676,-1
shn,0.999999172,8.28E-07,3.16E-10,1,1.000000829,1,-8.28584E-07,0
sho,0.994729266,0.005231381,3.94E-05,1,1.005310087,1,-0.005310087,0
shp,0.980430477,0.019292827,0.000276696,1,1.01984622,1,-0.01984622,0
shq,0.915029658,0.082108087,0.002862255,1,1.087832598,1,-0.087832598,0
shr,0.999684949,0.000314293,7.58E-07,1,1.000315809,1,-0.000315809,0
shs,0.634577739,0.324031093,0.041391168,1,1.40681343,1,-0.40681343,0
sht,0.023629559,0.252891632,0.723478809,3,2.69984925,3,0.30015075,0
shv,0.937270278,0.060996442,0.001733279,1,1.064463001,1,-0.064463001,0
shw,0.87037388,0.123740409,0.005885712,1,1.135511832,1,-0.135511832,0
shx,0.599502489,0.350287709,0.050209802,1,1.450707313,2,0.549292687,1
shy,0.990296636,0.00960701,9.64E-05,1,1.009799718,1,-0.009799718,0
sia,0.118428915,0.463912115,0.417658969,2,2.299230054,3,0.700769946,1
sib,0.890478019,0.105123397,0.004398584,1,1.113920565,1,-0.113920565,0
sid,0.999923187,7.67E-05,1.13E-07,1,1.000076927,1,-7.69268E-05,0
sie,0.991429147,0.008490662,8.02E-05,1,1.008651044,1,-0.008651044,0
sif,0.997268084,0.002716625,1.53E-05,1,1.002747206,1,-0.002747206,0
sig,0.997084385,0.002898837,1.68E-05,1,1.002932393,1,-0.002932393,0
sii,0.62926353,0.328080804,0.042655666,1,1.413392137,1,-0.413392137,0
sij,0.954978063,0.044007353,0.001014584,1,1.046036522,1,-0.046036522,0
sil,0.998416392,0.001576542,7.07E-06,1,1.001590674,1,-0.001590674,0
sim,0.994639031,0.005320633,4.03E-05,1,1.005401305,1,-0.005401305,0
sin,0.999992701,7.29E-06,5.16E-09,1,1.000007304,1,-7.30374E-06,0
sip,0.999034596,0.000961867,3.54E-06,1,1.000968941,1,-0.000968941,0
siq,0.904318116,0.092186866,0.003495018,1,1.099176902,2,0.900823098,1
sir,0.935070954,0.063095272,0.001833774,1,1.06676282,2,0.93323718,1
sis,0.002115357,0.068711107,0.929173536,3,2.927058179,3,0.072941821,0
siu,0.936141591,0.062073863,0.001784546,1,1.065642955,1,-0.065642955,0
siv,0.813639616,0.175120193,0.011240191,1,1.197600576,1,-0.197600576,0
siw,0.994802547,0.005158892,3.86E-05,1,1.005236014,1,-0.005236014,0
six,0.982995243,0.016781311,0.000223446,1,1.017228203,1,-0.017228203,0
siy,0.68024664,0.288250549,0.031502811,1,1.351256171,1,-0.351256171,0
siz,0.786877205,0.198729467,0.014393328,1,1.227516123,1,-0.227516123,0
sja,0.916901475,0.080340904,0.002757621,1,1.085856145,1,-0.085856145,0
sjb,0.982629791,0.017139436,0.000230773,1,1.017600983,1,-0.017600983,0
sjd,0.481392345,0.429150248,0.089457408,1,1.608065063,2,0.391934937,1
sje,0.516625952,0.407366563,0.076007485,1,1.559381533,2,0.440618467,1
sjg,0.959833837,0.039320051,0.000846112,1,1.041012275,1,-0.041012275,0
sjl,0.952634283,0.046265348,0.001100369,1,1.048466086,1,-0.048466086,0
sjm,0.995377866,0.004589602,3.25E-05,1,1.004654666,1,-0.004654666,0
sjo,0.92074151,0.076710002,0.002548488,1,1.081806979,1,-0.081806979,0
sjp,0.956897885,0.042155639,0.000946477,1,1.044048592,1,-0.044048592,0
sjr,0.978450165,0.021229172,0.000320664,1,1.021870499,1,-0.021870499,0
sjs,0.049955689,0.349591163,0.600453149,3,2.55049746,1,-1.55049746,-2
sjt,0.042016217,0.326045913,0.63193787,3,2.589921653,2,-0.589921653,-1
sju,0.392600108,0.475662219,0.131737673,2,1.739137565,2,0.260862435,0
sjw,0.436358489,0.454396822,0.10924469,2,1.672886201,1,-0.672886201,-1
skb,0.992801982,0.007135995,6.20E-05,1,1.007260041,1,-0.007260041,0
skc,0.990529083,0.009377964,9.30E-05,1,1.009563869,1,-0.009563869,0
skd,0.010186989,0.166354661,0.82345835,3,2.81327136,2,-0.81327136,-1
ske,0.983406767,0.016377934,0.000215299,1,1.016808532,1,-0.016808532,0
skf,0.279386014,0.510520465,0.210093521,2,1.930707507,2,0.069292493,0
skg,0.998257803,0.001734115,8.08E-06,1,1.00175028,1,-0.00175028,0
skh,0.932920211,0.065145365,0.001934424,1,1.069014213,1,-0.069014213,0
ski,0.996771441,0.003209148,1.94E-05,1,1.00324797,1,-0.00324797,0
skj,0.91391243,0.08316202,0.00292555,1,1.08901312,1,-0.08901312,0
skm,0.962112829,0.037115776,0.000771395,1,1.038658566,1,-0.038658566,0
skn,0.961664591,0.037549541,0.000785869,1,1.039121278,1,-0.039121278,0
sko,0.959496299,0.039646285,0.000857416,1,1.041361117,1,-0.041361117,0
skp,0.799705167,0.187465254,0.012829579,1,1.213124412,1,-0.213124412,0
skq,0.932947893,0.065118993,0.001933114,1,1.068985221,1,-0.068985221,0
skr,0.999994157,5.84E-06,3.87E-09,1,1.000005847,1,-5.84657E-06,0
sks,0.995772773,0.004198633,2.86E-05,1,1.004255821,1,-0.004255821,0
skt,0.998394096,0.001598697,7.21E-06,1,1.00161311,1,-0.00161311,0
sku,0.98939819,0.010491911,0.000109899,1,1.010711709,1,-0.010711709,0
skv,0.918196167,0.079117553,0.00268628,1,1.084490113,1,-0.084490113,0
skw,0.014449387,0.199118815,0.786431798,3,2.771982411,3,0.228017589,0
skx,0.963114526,0.03614603,0.000739444,1,1.037624919,1,-0.037624919,0
slc,0.89397415,0.101864704,0.004161145,1,1.110186995,1,-0.110186995,0
sld,0.996456583,0.003521236,2.22E-05,1,1.003565598,1,-0.003565598,0
sle,0.971992633,0.027526836,0.000480531,1,1.028487898,1,-0.028487898,0
slg,0.871024886,0.123140834,0.00583428,1,1.134809394,1,-0.134809394,0
slh,0.067561076,0.391245264,0.54119366,3,2.473632584,1,-1.473632584,-2
sli,0.822667916,0.167062323,0.010269762,1,1.187601846,1,-0.187601846,0
slk,0.999996248,3.75E-06,2.18E-09,1,1.000003754,1,-3.75416E-06,0
sll,0.996803944,0.003176924,1.91E-05,1,1.003215188,1,-0.003215188,0
sln,0.003342921,0.089851634,0.906805444,3,2.903462523,3,0.096537477,0
slp,0.998121967,0.001869048,8.99E-06,1,1.001887019,1,-0.001887019,0
slr,0.994130389,0.005823587,4.60E-05,1,1.005915635,1,-0.005915635,0
slt,0.981296544,0.018445214,0.000258242,1,1.018961698,1,-0.018961698,0
slu,0.922028627,0.07549132,0.002480053,1,1.080451427,1,-0.080451427,0
slv,0.999990348,9.64E-06,7.41E-09,1,1.000009659,1,-9.659E-06,0
slx,0.997375436,0.002610122,1.44E-05,1,1.002639005,1,-0.002639005,0
sly,0.997293201,0.002691709,1.51E-05,1,1.002721889,1,-0.002721889,0
slz,0.939972634,0.058414194,0.001613171,1,1.061640537,1,-0.061640537,0
sma,0.853375362,0.139317184,0.007307454,1,1.153932092,1,-0.153932092,0
smb,0.993231701,0.006711628,5.67E-05,1,1.006824971,1,-0.006824971,0
smc,0.890101288,0.105474171,0.004424542,1,1.114323254,1,-0.114323254,0
smd,0.942656376,0.055846043,0.001497581,1,1.058841206,1,-0.058841206,0
sme,0.999093331,0.000903427,3.24E-06,1,1.00090991,1,-0.00090991,0
smf,0.86762345,0.126271103,0.006105447,1,1.138481998,1,-0.138481998,0
smg,0.929422929,0.068473978,0.002103093,1,1.072680163,1,-0.072680163,0
smh,0.889887014,0.105673648,0.004439338,1,1.114552324,2,0.885447676,1
smj,0.936553549,0.061680692,0.001765759,1,1.06521221,1,-0.06521221,0
smk,0.989326651,0.010562345,0.000111004,1,1.010784353,1,-0.010784353,0
sml,0.983373742,0.016410309,0.000215949,1,1.016842206,1,-0.016842206,0
smm,0.998473612,0.001519678,6.71E-06,1,1.001533098,1,-0.001533098,0
smn,0.766518647,0.216401991,0.017079362,1,1.250560715,1,-0.250560715,0
smp,0.596897998,0.352191547,0.050910455,1,1.454012457,3,1.545987543,2
smq,0.967920582,0.03148561,0.000593808,1,1.032673226,1,-0.032673226,0
smr,0.950518773,0.048300956,0.001180271,1,1.050661498,1,-0.050661498,0
sms,0.728512109,0.248688173,0.022799718,1,1.294287609,1,-0.294287609,0
smt,0.988810181,0.011070719,0.000119099,1,1.011308918,1,-0.011308918,0
smu,0.952071695,0.046806916,0.001121389,1,1.049049694,2,0.950950306,1
smv,0.03056232,0.2844012,0.68503648,3,2.65447416,1,-1.65447416,-2
smw,0.994390304,0.00556661,4.31E-05,1,1.005652782,1,-0.005652782,0
smx,0.912116159,0.084855207,0.003028634,1,1.090912475,1,-0.090912475,0
smy,0.97403104,0.025541559,0.000427401,1,1.026396361,1,-0.026396361,0
smz,0.988251607,0.011620313,0.00012808,1,1.011876473,1,-0.011876473,0
sna,0.999999293,7.07E-07,2.59E-10,1,1.000000708,1,-7.07526E-07,0
snb,0.960652023,0.038529011,0.000818965,1,1.040166942,1,-0.040166942,0
snc,0.997906431,0.002083091,1.05E-05,1,1.002104046,1,-0.002104046,0
snd,0.999999935,6.48E-08,1.28E-11,1,1.000000065,1,-6.48231E-08,0
sne,0.98751362,0.012346083,0.000140297,1,1.012626677,1,-0.012626677,0
snf,0.987023636,0.012827738,0.000148627,1,1.013124991,1,-0.013124991,0
sng,0.997632934,0.002354597,1.25E-05,1,1.002379536,1,-0.002379536,0
sni,0.004406555,0.10523123,0.890362215,3,2.885955659,3,0.114044341,0
snk,0.999998393,1.61E-06,7.36E-10,1,1.000001607,1,-1.60749E-06,0
snm,0.992949257,0.006990572,6.02E-05,1,1.007110913,1,-0.007110913,0
snn,0.642838561,0.317687173,0.039474267,1,1.396635706,1,-0.396635706,0
snp,0.999629575,0.000369479,9.45E-07,1,1.00037137,1,-0.00037137,0
snq,0.990036135,0.009863648,0.000100217,1,1.010064082,1,-0.010064082,0
snr,0.970543714,0.028936529,0.000519756,1,1.029976042,1,-0.029976042,0
sns,0.98377208,0.016019758,0.000208162,1,1.016436081,1,-0.016436081,0
snu,0.903171329,0.093262475,0.003566196,1,1.100394867,2,0.899605133,1
snv,0.938966281,0.059376255,0.001657464,1,1.062691183,1,-0.062691183,0
snw,0.997312481,0.002672582,1.49E-05,1,1.002702457,1,-0.002702457,0
snx,0.976987885,0.022657433,0.000354682,1,1.023366797,1,-0.023366797,0
sny,0.979991295,0.019722469,0.000286236,1,1.020294941,1,-0.020294941,0
snz,0.969124143,0.030316508,0.000559349,1,1.031435206,1,-0.031435206,0
soa,0.956190188,0.042838456,0.000971356,1,1.044781168,1,-0.044781168,0
sob,0.909098009,0.087696489,0.003205502,1,1.094107493,1,-0.094107493,0
soc,0.966521099,0.032844004,0.000634897,1,1.034113798,1,-0.034113798,0
sod,0.953530736,0.045402047,0.001067217,1,1.04753648,1,-0.04753648,0
soe,0.993791341,0.006158706,5.00E-05,1,1.006258612,1,-0.006258612,0
soh,0.444315405,0.450167417,0.105517177,2,1.661201772,2,0.338798228,0
soi,0.984091428,0.015706577,0.000201995,1,1.016110566,1,-0.016110566,0
sok,0.92315315,0.074425903,0.002420947,1,1.079267796,1,-0.079267796,0
sol,0.961310952,0.037891683,0.000797365,1,1.039486413,1,-0.039486413,0
som,0.999999555,4.45E-07,1.44E-10,1,1.000000445,1,-4.44841E-07,0
soo,0.970742822,0.028742884,0.000514295,1,1.029771473,1,-0.029771473,0
sop,0.99994322,5.67E-05,7.59E-08,1,1.000056856,1,-5.68564E-05,0
soq,0.984095671,0.015702416,0.000201913,1,1.016106243,1,-0.016106243,0
sor,0.934063161,0.064056194,0.001880644,1,1.067817483,1,-0.067817483,0
sos,0.996059523,0.003914636,2.58E-05,1,1.003966317,1,-0.003966317,0
sot,0.999984077,1.59E-05,1.42E-08,1,1.000015937,1,-1.59373E-05,0
sou,0.999676811,0.000322404,7.85E-07,1,1.000323973,1,-0.000323973,0
sow,0.962604334,0.036640017,0.000755649,1,1.038151316,1,-0.038151316,0
sox,0.982001419,0.017755005,0.000243577,1,1.018242158,1,-0.018242158,0
soy,0.996271494,0.003704642,2.39E-05,1,1.003752371,1,-0.003752371,0
soz,0.96048589,0.038689662,0.000824448,1,1.040338559,1,-0.040338559,0
spb,0.910458879,0.086415937,0.003125184,1,1.092666305,1,-0.092666305,0
spc,0.363768678,0.487608912,0.14862241,2,1.784853732,2,0.215146268,0
spd,0.973323484,0.026230947,0.000445569,1,1.027122085,1,-0.027122085,0
spg,0.731084286,0.246533366,0.022382349,1,1.291298063,1,-0.291298063,0
spi,0.332767087,0.49832204,0.168910873,2,1.836143786,3,1.163856214,1
spk,0.915382367,0.081775229,0.002842404,1,1.087460037,1,-0.087460037,0
spl,0.997725728,0.00226249,1.18E-05,1,1.002286053,1,-0.002286053,0
spm,0.937714309,0.060572402,0.001713289,1,1.063998979,1,-0.063998979,0
spo,0.194939652,0.50732565,0.297734699,2,2.102795047,2,-0.102795047,0
spp,0.999951586,4.84E-05,6.14E-08,1,1.000048476,1,-4.84757E-05,0
spt,0.994643829,0.005315888,4.03E-05,1,1.005396455,1,-0.005396455,0
spu,0.985666538,0.014160875,0.000172588,1,1.01450605,1,-0.01450605,0
spy,0.998477745,0.00151557,6.68E-06,1,1.001528939,1,-0.001528939,0
sqa,0.982865683,0.016908284,0.000226033,1,1.017360351,1,-0.017360351,0
sqh,0.093864683,0.43540621,0.470729107,3,2.376864424,2,-0.376864424,-1
sqm,0.992984327,0.006955941,5.97E-05,1,1.007075405,1,-0.007075405,0
sqo,0.178958988,0.502371891,0.318669121,2,2.139710133,1,-1.139710133,-1
sqq,0.956175851,0.042852286,0.000971863,1,1.044796012,1,-0.044796012,0
sqt,0.786895932,0.198713094,0.014390974,1,1.227495042,2,0.772504958,1
squ,0.220002397,0.511900439,0.268097165,2,2.048094768,2,-0.048094768,0
sra,0.951136377,0.047706921,0.001156702,1,1.050020325,1,-0.050020325,0
srb,0.999253698,0.000743827,2.48E-06,1,1.000748777,1,-0.000748777,0
src,0.999878976,0.000120816,2.08E-07,1,1.000121233,1,-0.000121233,0
sre,0.901628528,0.094708469,0.003663003,1,1.102034476,1,-0.102034476,0
srf,0.950232622,0.04857612,0.001191258,1,1.050958636,1,-0.050958636,0
srg,0.973791975,0.025774519,0.000433507,1,1.026641532,1,-0.026641532,0
srh,0.96385512,0.035428706,0.000716173,1,1.036861053,1,-0.036861053,0
sri,0.865744763,0.127997423,0.006257813,1,1.14051305,1,-0.14051305,0
srk,0.826675182,0.163471079,0.00985374,1,1.183178558,1,-0.183178558,0
srl,0.957009917,0.04204752,0.000942562,1,1.043932645,1,-0.043932645,0
srm,0.979987372,0.019726307,0.000286322,1,1.02029895,1,-0.02029895,0
srn,0.995055085,0.004909043,3.59E-05,1,1.004980788,1,-0.004980788,0
sro,0.998872415,0.001123193,4.39E-06,1,1.001131976,1,-0.001131976,0
srq,0.746440937,0.233575812,0.019983252,1,1.273542315,1,-0.273542315,0
srr,0.999926076,7.38E-05,1.08E-07,1,1.000074032,1,-7.4032E-05,0
srs,0.252888938,0.512988387,0.234122675,2,1.981233738,2,0.018766262,0
srt,0.760852062,0.221275129,0.017872809,1,1.257020747,1,-0.257020747,0
sru,0.552260252,0.383752391,0.063987357,1,1.511727104,1,-0.511727104,0
srv,0.996528542,0.00344992,2.15E-05,1,1.003492995,1,-0.003492995,0
srw,0.791120991,0.195013835,0.013865173,1,1.222744182,3,1.777255818,2
srx,0.991238406,0.008678754,8.28E-05,1,1.008844435,1,-0.008844435,0
sry,0.899543561,0.096660693,0.003795745,1,1.104252184,1,-0.104252184,0
srz,0.094204804,0.435872721,0.469922475,3,2.375717671,1,-1.375717671,-2
ssb,0.999867916,0.00013185,2.34E-07,1,1.000132318,1,-0.000132318,0
ssc,0.994417272,0.005539943,4.28E-05,1,1.005625513,1,-0.005625513,0
ssd,0.979492504,0.02021028,0.000297217,1,1.020804713,1,-0.020804713,0
sse,0.997919258,0.002070356,1.04E-05,1,1.002091129,1,-0.002091129,0
ssf,0.127788263,0.472407829,0.399803909,2,2.272015646,2,-0.272015646,0
ssi,0.953440151,0.045489302,0.001070548,1,1.047630397,1,-0.047630397,0
ssj,0.971476836,0.028028808,0.000494357,1,1.029017521,1,-0.029017521,0
ssk,0.87925592,0.11554109,0.00520299,1,1.125947069,1,-0.125947069,0
ssl,0.996544058,0.003434542,2.14E-05,1,1.003477342,1,-0.003477342,0
ssm,0.632047257,0.325962547,0.041990196,1,1.409942939,1,-0.409942939,0
ssn,0.987367925,0.01248932,0.000142756,1,1.012774831,1,-0.012774831,0
sso,0.889811973,0.105743502,0.004444525,1,1.114632552,1,-0.114632552,0
sss,0.999747611,0.000251828,5.61E-07,1,1.000252949,1,-0.000252949,0
sst,0.999711445,0.000287883,6.73E-07,1,1.000289228,1,-0.000289228,0
ssu,0.727235897,0.249755625,0.023008478,1,1.295772581,2,0.704227419,1
ssv,0.936326747,0.061897161,0.001776091,1,1.065449344,1,-0.065449344,0
ssw,0.999709701,0.000289621,6.78E-07,1,1.000290977,1,-0.000290977,0
ssx,0.975007874,0.024589324,0.000402802,1,1.025394928,1,-0.025394928,0
ssy,0.999998459,1.54E-06,6.98E-10,1,1.000001542,1,-1.54196E-06,0
ssz,0.973120107,0.026429048,0.000450845,1,1.027330738,1,-0.027330738,0
stb,0.965039486,0.034280931,0.000679583,1,1.035640096,1,-0.035640096,0
ste,0.905240208,0.091321524,0.003438269,1,1.098198061,1,-0.098198061,0
stf,0.901680822,0.094659476,0.003659702,1,1.101978881,1,-0.101978881,0
stg,0.987292862,0.012563109,0.000144029,1,1.012851166,1,-0.012851166,0
sti,0.985398855,0.014423679,0.000177466,1,1.014778611,1,-0.014778611,0
stj,0.999716206,0.000283136,6.58E-07,1,1.000284452,1,-0.000284452,0
stk,0.956116702,0.042909344,0.000973954,1,1.044857253,1,-0.044857253,0
stm,0.917926886,0.079372065,0.002701049,1,1.084774162,1,-0.084774162,0
stn,0.977290196,0.022362262,0.000347542,1,1.023057347,1,-0.023057347,0
sto,0.686350482,0.28334214,0.030307378,1,1.343956896,1,-0.343956896,0
stp,0.967381663,0.032008836,0.000609502,1,1.033227839,1,-0.033227839,0
stq,0.999996539,3.46E-06,1.97E-09,1,1.000003463,1,-3.46325E-06,0
str,0.249352653,0.513106395,0.237540952,2,1.988188299,2,0.011811701,0
sts,0.921208551,0.07626789,0.00252356,1,1.081315009,1,-0.081315009,0
stt,0.184545786,0.504301974,0.31115224,2,2.126606454,1,-1.126606454,-1
stu,0.964786786,0.034525889,0.000687325,1,1.03590054,1,-0.03590054,0
stv,0.999898212,0.000101622,1.65E-07,1,1.000101953,1,-0.000101953,0
sua,0.997135286,0.002848353,1.64E-05,1,1.002881075,1,-0.002881075,0
sub,0.994392947,0.005563997,4.31E-05,1,1.00565011,1,-0.00565011,0
suc,0.989494318,0.010397262,0.00010842,1,1.010614102,1,-0.010614102,0
sue,0.99433659,0.005619722,4.37E-05,1,1.005707097,1,-0.005707097,0
sug,0.938539135,0.059784445,0.00167642,1,1.063137286,1,-0.063137286,0
sui,0.984990614,0.014824386,0.000185,1,1.015194386,1,-0.015194386,0
suj,0.997452592,0.002533566,1.38E-05,1,1.002561249,1,-0.002561249,0
suk,0.999978045,2.19E-05,2.17E-08,1,1.000021976,1,-2.19762E-05,0
sun,0.999999536,4.64E-07,1.52E-10,1,1.000000464,1,-4.63822E-07,0
suq,0.996797897,0.003182919,1.92E-05,1,1.003221287,1,-0.003221287,0
sur,0.999398059,0.000600101,1.84E-06,1,1.00060378,1,-0.00060378,0
sus,0.999960003,3.99E-05,4.77E-08,1,1.000040045,1,-4.00451E-05,0
sut,0.462352976,0.44020331,0.097443714,1,1.635090739,3,1.364909261,2
suv,0.971325711,0.028175852,0.000498436,1,1.029172725,1,-0.029172725,0
suw,0.99591355,0.004059219,2.72E-05,1,1.004113681,1,-0.004113681,0
suy,0.59992658,0.349977086,0.050096334,1,1.450169754,1,-0.450169754,0
suz,0.99935374,0.000644231,2.03E-06,1,1.000648288,1,-0.000648288,0
sva,0.992564688,0.007370265,6.50E-05,1,1.00750036,1,-0.00750036,0
svb,0.972710391,0.026828062,0.000461548,1,1.027751157,1,-0.027751157,0
svc,0.994556592,0.005402168,4.12E-05,1,1.005484649,1,-0.005484649,0
swb,0.995691678,0.004278933,2.94E-05,1,1.004337711,1,-0.004337711,0
swc,0.948861523,0.049893983,0.001244494,1,1.052382971,1,-0.052382971,0
swe,0.999994129,5.87E-06,3.89E-09,1,1.000005875,1,-5.8749E-06,0
swf,0.908061778,0.088670935,0.003267286,1,1.095205508,2,0.904794492,1
swg,1,3.84E-13,2.22E-16,1,1,1,-3.79918E-13,0
swh,0.999495501,0.000503056,1.44E-06,1,1.000505942,1,-0.000505942,0
swi,0.999177388,0.00081978,2.83E-06,1,1.000825444,1,-0.000825444,0
swj,0.997248976,0.002735581,1.54E-05,1,1.002766467,1,-0.002766467,0
swk,0.996728888,0.003251333,1.98E-05,1,1.00329089,1,-0.00329089,0
swm,0.929129277,0.068753186,0.002117537,1,1.072988259,1,-0.072988259,0
swn,0.673398947,0.293722914,0.03287814,1,1.359479193,3,1.640520807,2
swo,0.671826979,0.294973989,0.033199033,1,1.361372054,2,0.638627946,1
swp,0.989822251,0.010074321,0.000103428,1,1.010281177,1,-0.010281177,0
swq,0.942971933,0.055543835,0.001484232,1,1.058512299,1,-0.058512299,0
sws,0.59152604,0.356097493,0.052376466,1,1.460850426,1,-0.460850426,0
swt,0.925575552,0.072128659,0.002295788,1,1.076720236,1,-0.076720236,0
swu,0.984171288,0.015628249,0.000200463,1,1.016029176,1,-0.016029176,0
swv,0.998590666,0.001403335,6.00E-06,1,1.001415333,1,-0.001415333,0
swx,0.306117755,0.505501268,0.188380977,2,1.882263221,1,-0.882263221,-1
swy,0.841842495,0.149797839,0.008359666,1,1.16651717,1,-0.16651717,0
sxb,0.991225853,0.008691131,8.30E-05,1,1.008857163,1,-0.008857163,0
sxe,0.915412178,0.081747093,0.002840729,1,1.087428552,2,0.912571448,1
sxg,0.846900246,0.145210358,0.007889396,1,1.16098915,1,-0.16098915,0
sxn,0.991087094,0.008827943,8.50E-05,1,1.00899787,1,-0.00899787,0
sxr,0.148158534,0.487320157,0.364521308,2,2.216362774,2,-0.216362774,0
sxs,0.98591091,0.013920912,0.000168178,1,1.014257268,1,-0.014257268,0
sxu,1,1.12E-12,2.22E-16,1,1,1,-1.11999E-12,0
sxw,0.995634309,0.004335735,3.00E-05,1,1.004395646,1,-0.004395646,0
sya,0.993627955,0.00632016,5.19E-05,1,1.006423929,1,-0.006423929,0
syb,0.995775921,0.004195516,2.86E-05,1,1.004252642,1,-0.004252642,0
syc,0.040386715,0.320738502,0.638874783,3,2.598488068,3,0.401511932,0
syi,0.989175786,0.010710866,0.000113348,1,1.010937562,1,-0.010937562,0
syk,0.996843099,0.003138104,1.88E-05,1,1.003175698,1,-0.003175698,0
syl,0.999977903,2.21E-05,2.19E-08,1,1.000022119,1,-2.21187E-05,0
sym,0.996706413,0.003273614,2.00E-05,1,1.00331356,1,-0.00331356,0
syn,0.34899938,0.493007429,0.157993191,2,1.80899381,2,0.19100619,0
syo,0.816558184,0.172520386,0.01092143,1,1.194363245,1,-0.194363245,0
sys,0.960022379,0.039137797,0.000839824,1,1.040817446,1,-0.040817446,0
syw,0.948058632,0.050665247,0.001276121,1,1.05321749,1,-0.05321749,0
sza,0.965049896,0.03427084,0.000679265,1,1.035629369,1,-0.035629369,0
szb,0.99685552,0.003125789,1.87E-05,1,1.003163172,1,-0.003163172,0
szc,0.917108378,0.080145459,0.002746163,1,1.085637785,1,-0.085637785,0
sze,0.967587081,0.031809418,0.000603501,1,1.033016419,1,-0.033016419,0
szg,0.976545857,0.023088922,0.000365221,1,1.023819364,1,-0.023819364,0
szl,0.838089932,0.153192512,0.008717556,1,1.170627624,1,-0.170627624,0
szn,0.938119072,0.060185775,0.001695153,1,1.063576081,1,-0.063576081,0
szp,0.76514866,0.217582007,0.017269333,1,1.252120673,1,-0.252120673,0
szv,0.858568091,0.134574962,0.006856947,1,1.148288856,1,-0.148288856,0
szw,0.976113319,0.023511034,0.000375647,1,1.024262328,1,-0.024262328,0
taa,0.058083867,0.370374274,0.571541859,3,2.513457991,2,-0.513457991,-1
tab,0.989391163,0.01049883,0.000110008,1,1.010718845,1,-0.010718845,0
tac,0.972354772,0.027174312,0.000470916,1,1.028116144,1,-0.028116144,0
tad,0.942840568,0.055669648,0.001489783,1,1.058649215,1,-0.058649215,0
tae,0.878663571,0.11608918,0.005247249,1,1.126583678,1,-0.126583678,0
