ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
gcf-GLP	gcf-gp	gcf-GP	Guadeloupean Creole French	Guadeloupean Creole French	GUADELOUPEAN CREOLE FRENCH	Guadeloupean Creole French	gcf	guad1242	Guadeloupean Creole French	North America	16.304875	-61.405914	guad1242	GP;MQ	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242	language	long grammar	(mari1444:1,stba1239:1)guad1242:1	{u'View other languages of Martinique': {}, u'View other languages of Saint Barth\xe9lemy': {}}	Guadeloupean Creole, Kreyol, Patois, Patwa	NA	Creole, French based	Guadeloupe	Marie Galante Creole French, Saint Barth Creole French. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Comprehension of Saint Lucia Creole [acf] is 89%.	Dictionary. Grammar.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Guadeloupean Creole French	6a (Vigorous). De facto language of national identity.	NA	Marie Galante islands.	There is a continuum of variation from basilectal Creole to acrolectal French of the educated.	430,000 (2001). Total users in all countries: 849,000.	849000	NA	Unwritten [Qaax].	Guadeloupean Creole French
bzk-NIC	bzk-ni	bzk-NU	Nicaragua Creole English	Nicaragua Creole English	NICARAGUA CREOLE ENGLISH	Nicaragua Creole English	bzk	nica1252	Nicaragua Creole English	North America	12.4402	-83.7386	nica1252	NI	indo1319	NA	threatened	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243/beli1261	language	long grammar	nica1252:1	NA	Mískito Coast Creole English	Creole	Creole, English based, Atlantic, Western	Nicaragua	Rama Cay Creole English, Bluefields Creole English.	Bible portions: 1999.	Nicaragua	OLAC resources in and about Nicaragua Creole English	3 (Wider communication). Statutory language of provincial identity in northern and southern areas (1993, Atlantic Coast Languages Act No. 162, Article 4).	Positive attitudes. Also use English [eng], Spanish [spa]. Used as L2 by Garifuna [cab], Mískito [miq], Rama [rma], Spanish [spa].	Region Autonoma del Caribe Norte and Region Autonoma del Caribe Sur: Bluefields region, Corn islands, Pearl lagoon, Prinzapolka, Puerto Cabezas, Rama Cay island.	There is a continuum of variation from basilectal Creole to acrolectal English of the educated.	18,400 (2009 UNSD). 630 Rama Cay Creole speakers (Holm 1989).	18400	NA	Latin script [Latn].	Nicaragua Creole English
kmv-BRA	kmv-br	kmv-BR	Karipuna Creole French	Karipuna Creole French	KARIPUNA CREOLE FRENCH	Karipúna Creole French	kmv	kari1301	Karipúna Creole French	South America	3.42825	-51.6888	kari1301	BR	indo1319	NA	threatened	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/guya1252	language	grammar	kari1301:1	NA	Crioulo	NA	Creole, French based	Brazil	None known. Conflicting reports about difference from Guianese Creole French [gcr]. Different from Haitian Creole [hat].	Dictionary. Grammar.	Northeastern Brazil	OLAC resources in and about Karipuna Creole French	6b (Threatened).	Very weak language transmission. Also use Portuguese [por]. Used as L2 by Palikúr [plu].	Amapá state: on French Guiana border.	Formerly spoke Karipuna [kgm], possibly from Marajó Island at the mouth of the Amazon. Also spoken by Galibi do Wasa ethnic group (2006 FUNASA), where language use is much stronger. Traditional religion, Christian.	2,400 (2008 SIL).	2400	SVO.	Latin script [Latn].	Karipuna Creole French
fpe-GNQ	fpe-gq	fpe-EK	Fernando Po Creole English	Fernando Po Creole English	FERNANDO PO CREOLE ENGLISH	Fernando Po Creole English	fpe	fern1234	Pichi	Africa	3.74	8.78	fern1234	GQ	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851	language	long grammar	fern1234:1	NA	Criollo, Fernandino, Fernando Po Creole English, Fernando Po Krio, Pichinglis, Pidgin de Guinea Ecuatorial, Pidginglis	Pichi	Creole, English based, Atlantic, Krio	Equatorial Guinea	Pidgin, Pichi. Offshoot of Krio [kri] of Sierra Leone; intelligible with Cameroon Pidgin [wes], Nigerian Pidgin [pcm], but it has 20% of its lexical inventory as loanwords from Spanish [spa].	Literacy rate in L1: Virtually none. Literacy rate in L2: 75% in Spanish [spa]. Grammar. Texts.	Equatorial Guinea, Gabon and São Tomé e Príncipe	OLAC resources in and about Equatorial Guinean Pidgin	3 (Wider communication). Used as LWC across Bioko island, including the capital city of Malabo, in all domains except education and government.	All domains except government. All ages. Positive attitudes. Also use Bube [bvb], English [eng], Fang [fan]. Also use Spanish [spa], as language of instruction in schools. Used as L2 by Bube [bvb], Fa d’Ambu [fab], Fang [fan], Kombe [nui], Kwasio [nmg].	Bioko Norte and Bioko Sur provinces: north central Bioko Island, Fernando Po, Malabo area; Balueri de Cristo Rey, Basupu, Fiston, Las Palmas, Musola, and Sampaca.	Pidgin is the acrolect, used mostly by mother tongue speakers, Pichi is the mesolect, used as a language of wider communication; there is also a basilect form, used by expatriate immigrants. Christian.	76,000, all users. L1 users: 6,000 (2011 S. Smith), increasing. L2 users: 70,000 (2011 S. Smith). Very few monolinguals. Ethnic population: 6,000.	76000	NA	Latin script [Latn], used since 2006.	Equatorial Guinean Pidgin
lir-LBR	lir-lr	lir-LI	Liberian English	Liberian English	LIBERIAN ENGLISH	Liberian English	lir	libe1240	Kru Pidgin English	Africa	6.423	-10.5284	libe1240	LR	pidg1258	NA	not endangered	Pidgin	pidg1258/engl1287	language	grammar sketch	libe1240:1	NA	Kreyol, Liberian Pidgin English	NA	Pidgin, English based, Atlantic	Liberia	Kru Pidgin English. Regional dialects.	Radio.	Liberia	OLAC resources in and about Liberian English	3 (Wider communication).	Used as L2 by Bassa [bsq], Gbii [ggb].	Monrovia; Montserrado, Margibi, and Bomi counties.	As different from standard English as is Sierra Leone Krio [kri] repidginized from American Black English of the 1800s (Holm 1989).	1,613,000, all users. L1 users: 113,000 (2015). L2 users: 1,500,000 (1984 census).	1613000	NA	NA	Liberian English
jam-CRI	jam-cr	jam-CS	Limon Creole English	Limon Creole English	LIMON CREOLE ENGLISH	Limón Creole English	jam	jama1262	Jamaican Creole English	North America	18.13	-77.2612	jama1262	DO;PA	indo1319	NA	shifting	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/jama1264	language	long grammar	(brit1243:1)jama1262:1	{u'View other languages of Panama': {}, u'View other languages of Costa Rica': {}}	Bongo Talk, Jamiekan, Limon Creole English, Patois, Patwa, Quashie Talk, Western Caribbean Creole	NA	Creole, English based, Atlantic, Western	Jamaica	None known. The basilect and standard English mutually inherently unintelligible (Voegelin and Voegelin 1977, LePage 1960, Adler 1977). May be partly intelligible to speakers of Cameroon Pidgin [wes] and Krio [kri] of Sierra Leone, spoken by descendants of Jamaicans repatriated between 1787 and 1860. Inherently intelligible to creole speakers in Panama and Costa Rica. Reportedly very similar to Belize Creole [bzj], similar to Grenada, Saint Vincent, different from Tobago, very different from Guyana, Barbados, Leeward and Windward islands.	Literacy rate in L2: High in English. Dictionary. Grammar. NT: 2012.	Costa Rica	OLAC resources in and about Jamaican Creole English	5 (Developing). De facto language of national identity.	Vigorous. Dominant language and gaining in prestige. Post-Creole continuum from distinct Creole to provincial English of town dwellers. Positive attitudes. Most consider that they speak standard English [eng]. Also use English [eng]. Used as L2 by Konchri Sain [jcs].	NA	There is a continuum of variation from basilectal Creole to acrolectal English of the educated. Linguistic influences from Akan [aka] languages in Ghana and Bantu languages (Hancock 1988).	2,670,000 (2001). Total users in all countries: 3,035,000.	3035000	NA	Latin script [Latn].	Jamaican Creole English
djk-GUF	djk-gf	djk-FG	Aukan	Aukan	AUKAN	Aukan	djk	ndyu1242	Aukan	South America	4.3126	-54.6419	ndyu1242	GF;SR	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275/sran1241/suri1272	language	long grammar	(aluk1239:1,para1317:1)ndyu1242:1	{u'View other languages of French Guiana': {}}	Aukaans, Businenge Tongo, Businengee Tongo, Eastern Maroon Creole, Ndjuká, Ndyuka, Nenge, Nenge Tongo, Nengee Tongo, Njuká, Okanisi, “Djoeka” (pej.), “Djuka” (pej.)	NA	Creole, English based, Atlantic, Suriname, Ndyuka	Suriname	Aluku (Aloekoe, Boni), Paramaccan (Pamaka). Ndyuka, Aluku and Paramaccan are highly mutually intelligible dialects; Kwinti [kww] is slightly less intelligible with them.	Literacy rate in L1: Below 10%. Literacy rate in L2: 15%–25%. Literature. Radio. Dictionary. Grammar. Texts. NT: 1999–2009.	French Guiana and Suriname	OLAC resources in and about Aukan	5 (Developing).	Vigorous. In Paramaribo some shifted to Dutch [nld], some younger ones to Sranan [srn]. All domains. Also in oral and written form for religious services. Positive attitudes. Most also use Sranan [srn], especially men. Many also use Dutch [nld].	Brokopondo district: Sarakreek commune; Commewijne district: Bakkie, Meerzog, and Tamanredjo communes; Marowijne district: Moengo, Patamacca, and Wanhatti communes; Para district: Carolina commune; Sipaliwini district: Tapanahony commune; Aluku dialect: French Guiana border; Paramaccan dialect: Northeast.	The society was formed by escaped slaves. Subsistence and economy is Amerindian; social culture and religion are West African. Aluku has more French influence than Paramaccan does. Spelling of Ndyuka without the initial nasal is considered derogatory. Aukan is English, Aukaans is Dutch. In early 1900s an Aukaner named Afaka developed a syllabic writing system, but few learned to read it, and it was not officially endorsed. 12 clans. In the 1980s and 1990s many went to Paramaribo. Traditional religion, Christian.	21,700 (2013). 1,550 monolinguals. Total users in all countries: 39,700.	39700	SVO; prepositions, noun head final, content q-word initial, up to 2 suffixes, clause constituents indicated by word order, passives and voice, tonal, 25 consonant (some rare) and 14 vowel (5 long monophthongs, 5 short monophthongs, 4 diphthongs) phonemes.	Afaka script [Afak], developed in early 1900s, never widely used, may be in use by a few individuals. Latin script [Latn], primary usage.	Aukan
gcf-MTQ	gcf-mq	gcf-MB	Martiniquan Creole French	Martiniquan Creole French	MARTINIQUAN CREOLE FRENCH	Martiniquan Creole French	gcf	guad1242	Guadeloupean Creole French	North America	16.304875	-61.405914	guad1242	GP;MQ	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242	language	long grammar	(mari1444:1,stba1239:1)guad1242:1	{u'View other languages of Martinique': {}, u'View other languages of Saint Barth\xe9lemy': {}}	Guadeloupean Creole, Kreyol, Patois, Patwa	NA	Creole, French based	Guadeloupe	Marie Galante Creole French, Saint Barth Creole French. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Comprehension of Saint Lucia Creole [acf] is 89%.	Dictionary. Grammar.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Guadeloupean Creole French	6a (Vigorous). De facto language of national identity.	NA	Marie Galante islands.	There is a continuum of variation from basilectal Creole to acrolectal French of the educated.	430,000 (2001). Total users in all countries: 849,000.	849000	NA	Unwritten [Qaax].	Guadeloupean Creole French
wuh-CHN	wuh-cn	wuh-CH	Wutunhua	Wutunhua	WUTUNHUA	Wutunhua	wuh	wutu1241	Wutunhua	Eurasia	35.269	101.957	wutu1241	CN	sino1245	NA	shifting	Spoken_L1_Language	sino1245/sini1245/clas1255/midd1354/nort3155/mand1471	language	long grammar	wutu1241:1	NA	Ngandehua, Sanggaixiong, Wutong, Wutun	NA	Mixed language, Chinese-Tibetan-Bonan Mongour	China	NA	NA	South central China	OLAC resources in and about Wutunhua	7 (Shifting). Language of recognized nationality: Tu.	NA	Qinghai province: Huangnan Tibetan autonomous prefecture, Tongren county, Longwu township, Jiangchama and Upper and Lower Wutun villages.	A variety of Chinese heavily influenced by Tibetan or perhaps a Tibetan language undergoing relexification with Chinese forms. Also described as Chinese which converged to an agglutinative language, Tibetan or Mongolian, using only Chinese material. Known for their paintings of Buddha. Buddhist.	2,000 (1995).	2000	SOV; adjectives follow nouns; adverbials precede predicate; case and number marked on nouns; prenasalized consonants; 11 different syllable-final consonants; tone and stress have low functional load; most words polysyllabic; 60% Chinese, 20% Tibetan vocabulary with the rest having mixed Chinese and Tibetan elements.	NA	Wutunhua
mkn-IDN	mkn-id	mkn-ID	Kupang Malay	Malay, Kupang	MALAY, KUPANG	Malay, Kupang	mkn	kupa1239	Kupang Malay	Papunesia	-10.2526	123.63	kupa1239	ID	aust1307	NA	not endangered	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743	language	grammar sketch	(airm1240:1)kupa1239:1	NA	Basa Kupang	Kupang	Creole, Malay based	Indonesia	Air Mata, Kupang.	Literature. Newspapers. Radio. Videos. Dictionary. NT: 2007.	Indonesia, Nusa Tenggara and Southwestern Maluku	OLAC resources in and about Malay, Kupang	3 (Wider communication). Regional L2.	Vigorous. All domains. All ages. Also use Indonesian [ind]. Used as L2 by Helong [heg], Lole [llg], Termanu [twu], Tii [txq].	Nusa Tenggara Timur province: Kupang regency, Kupang city and Semau island; all on west Timor island.	Loanwords from several Rote and Chinese languages, Portuguese [por], Uab Meto [aoz], Sabu [hvn], Spanish [spa], Dutch [nld], English [eng]. Christian, Muslim.	350,000, all users. 200,000 (2015 C. Grimes). 150,000 (2015 C. Grimes).	350000	SVO.	Latin script [Latn].	Malay, Kupang
afs-MEX	afs-mx	afs-MX	Afro-Seminole Creole	Afro-Seminole Creole	AFRO-SEMINOLE CREOLE	Afro-Seminole Creole	afs	afro1254	Afro-Seminole Creole	North America	31.784300000000002	-99.2934	afro1254	MX;US	indo1319	NA	moribund	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243	language	Wordlist or less	afro1254:1	{u'View other languages of United States': {}}	Afro-Seminol Criollo, Afro-Seminole, Mascogos	NA	Creole, English based, Atlantic, Eastern, Northern	Mexico	Mexico Afro-Seminole. Reportedly similar to Bahamas Creole [bah]. Lexical similarity: 90% with Sea Island Creole [gul].	NA	Mexico	OLAC resources in and about Afro-Seminole Creole	8a (Moribund).	Older adults. Also use Spanish [spa].	Coahuila state: Nacimiento de los Negros.	NA	200 (1990). Ethnic population: 500 (2007).	200	NA	Unwritten [Qaax].	Afro-Seminole Creole
cri-STP	cri-st	cri-TP	Saotomense	Saotomense	SAOTOMENSE	Sãotomense	cri	saot1239	Sãotomense	Africa	0.28332	6.61935	saot1239	ST	indo1319	NA	threatened	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/lowe1440/saot1240	language	grammar sketch	saot1239:1	NA	Forro, Santomense, Santomé, São Tomense, “O dialecto” (pej.)	NA	Creole, Portuguese based	São Tomé e Príncipe	None known. Substratum largely Kwa [kwb] and Western Bantu languages; quite distinct from the creoles of Guinea-Bissau, Senegal, Gambia, and Cape Verde. Lexical similarity: 77% with Principense [pre], 62% with Fa d’Ambu [fab] (Annobonese), 70% with Angolar [aoa].	Literacy rate in L2: 50% in Portuguese [por].	Equatorial Guinea, Gabon and São Tomé e Príncipe	OLAC resources in and about Sãotomense	6b (Threatened). De facto language of provincial identity in São Tomé Island except south tip.	The language of social identity in most São Tomé social networks for age 30 and above. Forros, the emancipated, are a distinct ethnolinguistic group from the Angolares. Also use Portuguese [por]. Used as L2 by Angolar [aoa], Principense [pre].	Sao Tome Province, São Tomé island north of Santa Cruz generally.	Tonal, although 90% of lexicon of Portuguese [por] origin.	68,800 (2015 World Factbook). Total users in all countries: 79,400.	79400	Tonal.	Unwritten [Qaax].	Sãotomense
acf-DMA	acf-dm	acf-DO	Dominican Creole French	Dominican Creole French	DOMINICAN CREOLE FRENCH	Dominican Creole French	acf	sain1246	Saint Lucian Creole French	North America	15.3947	-61.3641	sain1246	DM;TT	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242/luci1234	language	grammar	(pato1243:1,patw1249:1)sain1246:1	{u'View other languages of Grenada': {}, u'View other languages of Trinidad and Tobago': {}, u'View other languages of Dominica': {}}	Grenadian Creole French, Lesser Antillean Creole French, Patois	Kwéyòl, Patwa	Creole, French based	Saint Lucia	Not intelligible with standard French [fra]. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Dominica dialect is virtually the same as Saint Lucia (97%–99% intelligibility).	Literacy rate in L2: 36%. Literature. Newspapers. Radio. Dictionary. Grammar. NT: 1999.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Saint Lucian Creole French	5 (Developing). De facto language of national identity.	In French-influenced islands nearly all speak Creole as L1, although also a local variety of standard French [fra]. In English influence areas, Creole has less standing, and speakers have a low literacy rate. All domains. Also use English [eng], French [fra].	NA	Christian.	158,000 (2001). Total users in all countries: 359,450.	359450	NA	Latin script [Latn].	Saint Lucian Creole French
pap-ANT	pap-an	pap-NT	Papiamentu	Papiamentu	PAPIAMENTU	Papiamentu	pap	papi1253	Papiamento	North America	12.48485	-69.93988	papi1253	AW	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/uppe1458	language	grammar	papi1253:1	{u'View other languages of Sint Maarten': {}, u'View other languages of Caribbean Netherlands': {}, u'View other languages of Aruba': {}}	Curassese, Curaçoleño, Papiamen, Papiamento, Papiamentoe	Papiamentu	Creole, Iberian based	Curacao	None known. Becoming more like Spanish [spa], which is prestigious. Papiamentu is genetically related to Kabuverdianu [kea] and Crioulo (Guinea-Bissau) [pov] (Jacobs 2009).	First 2 years of primary school. Newspapers. Dictionary. Grammar. Texts. Bible: 1997.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Papiamentu	1 (National). De facto national language.	Importance varies by island. Use of both Papiamentu and Dutch [nld] not considered an indication of lack of education. Dutch use fosters social and political mobility. All domains. All ages. Also use Dutch [nld], English [eng], Spanish [spa].	Widespread.	Christian.	135,000 in Curacao, all users. 115,000 (2011 SIL). 20,000. Total users in all countries: 339,870 (as L1: 319,870; as L2: 20,000).	319870	Maximum number of prefixes, 2; word order distinguishes subjects, objects, indirect objects; affixes indicate case of noun phrases; verb affixes mark person, number, gender of subject, object, other noun phrase—not obligatory; passives; causatives; comparatives; CVC.	Latin script [Latn].	Papiamentu
abs-IDN	abs-id	abs-ID	Ambonese Malay	Malay, Ambonese	MALAY, AMBONESE	Malay, Ambonese	abs	ambo1250	Ambonese Malay	Papunesia	-3.71342	128.184	ambo1250	ID	aust1307	NA	not endangered	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743/ambo1253	language	long grammar	(dobo1244:1)ambo1250:1	NA	Ambonese, Ambong, Malayu Ambon, Moluccan (Maluku) Malay	Bahasa Ambon, Bahasa Melaju Ambon	Creole, Malay based	Indonesia	Dobo Malay. Marginal intelligibility with Indonesian [ind]. Difficult intelligibility with North Moluccan Malay [max]; speakers switch to Indonesian. Lexical similarity: 81% with Indonesian [ind]. Banda Malay [bpq] may best be considered a dialect of Moluccan Malay [max].	Literacy rate in L1: 1%–5%. Literacy rate in L2: 50%–75%. Dictionary. Grammar. Bible portions: 2007–2012.	Indonesia, Southern Maluku	OLAC resources in and about Malay, Ambonese	3 (Wider communication). Became an LWC through trade, and is used in inter-cultural communication, market, and some media.	Also use Dutch [nld], Indonesian [ind]. Used as L2 by Aputai [apx], Buru [mhs], Dai [dij], Dawera-Daweloor [ddw], Dobel [kvo], Fordata [frd], Galolen [gal], Haruku [hrk], Ili’uun [ilu], Imroing [imr], Laha [lhh], Lisabata-Nuniali [lcs], Lola [lcd], Luang [lex], Luhu [lcq], North Babar [bcd], Perai [wet], Seit-Kaitetu [hik], Southeast Babar [vbb], Tela-Masbuar [tvm], Tugun [tzn], Wemale [weo], West Masela [mss], West Tarangan [txn], Yamdena [jmd].	Maluku province: Kepulauan Aru regency, Aru island group, Wamar island; Seram Bagian Barat regency, Ambon city, Kamarian to Seriholu on Hoamoa peninsula; Maluku Tengah regency, Nusa Laut island, upper Elpaputih bay east to Sepa; Ceram sea coast from Karlutu east to Sawai.	Developed from Sabah Malay [msi] and still reflects some archaic forms. Further diverged by adapting to the vernaculars of central Maluku. Many varieties of trade Malay are considered Malay-based creoles (Grimes 1991a, Grimes 1991b, Holm 1989) and as Austronesian with contact features (Collins 1980, Gil 2001, Wolff 1988). Christian, Muslim.	1,600,000 in Indonesia, all users. 200,000 (1987 J. Collins). 1,400,000 (2013 M. Connor). Total users in all countries: 1,649,020 (as L1: 249,020; as L2: 1,400,000).	249020	NA	Latin script [Latn].	Malay, Ambonese
acf-LCA	acf-lc	acf-ST	Saint Lucian Creole French	Saint Lucian Creole French	SAINT LUCIAN CREOLE FRENCH	Saint Lucian Creole French	acf	sain1246	Saint Lucian Creole French	North America	15.3947	-61.3641	sain1246	DM;TT	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242/luci1234	language	grammar	(pato1243:1,patw1249:1)sain1246:1	{u'View other languages of Grenada': {}, u'View other languages of Trinidad and Tobago': {}, u'View other languages of Dominica': {}}	Grenadian Creole French, Lesser Antillean Creole French, Patois	Kwéyòl, Patwa	Creole, French based	Saint Lucia	Not intelligible with standard French [fra]. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Dominica dialect is virtually the same as Saint Lucia (97%–99% intelligibility).	Literacy rate in L2: 36%. Literature. Newspapers. Radio. Dictionary. Grammar. NT: 1999.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Saint Lucian Creole French	5 (Developing). De facto language of national identity.	In French-influenced islands nearly all speak Creole as L1, although also a local variety of standard French [fra]. In English influence areas, Creole has less standing, and speakers have a low literacy rate. All domains. Also use English [eng], French [fra].	NA	Christian.	158,000 (2001). Total users in all countries: 359,450.	359450	NA	Latin script [Latn].	Saint Lucian Creole French
tch-TCA	tch-tc	tch-TK	Turks and Caicos Creole English	Turks and Caicos Creole English	TURKS AND CAICOS CREOLE ENGLISH	Turks and Caicos Creole English	tch	turk1310	Turks And Caicos Creole English	North America	21.8078	-71.7451	turk1310	TC	indo1319	NA	threatened	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243/baha1261	language	grammar sketch	turk1310:1	NA	NA	NA	Creole, English based, Atlantic, Eastern	Turks and Caicos Islands	NA	NA	Creole Languages of the Northern Caribbean	OLAC resources in and about Turks and Caicos Creole English	6b (Threatened). De facto language of national identity.	NA	NA	Variety not studied, but may be related to Bahamas Creole English [bah] (Holm 1989:489). Appear to be shifting to a standard variety of Caribbean English.	10,700 (1995), decreasing.	10700	NA	Unwritten [Qaax].	Turks and Caicos Creole English
brc-GUY	brc-gy	brc-GY	Berbice Creole Dutch	Berbice Creole Dutch	BERBICE CREOLE DUTCH	Berbice Creole Dutch	brc	berb1259	Berbice Creole Dutch	South America	5.3829	-58.0002	berb1259	GY	indo1319	NA	extinct	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/macr1270/midd1347/mode1257/glob1241/dutc1257	language	long grammar	berb1259:1	NA	NA	NA	Creole, Dutch based	Guyana	May not be inherently intelligible with Skepi Creole Dutch [skw] or the Rupununi dialect of Guyanese Creole English [gyn]. About one-third of the basic lexicon and most of the productive morphology is from Izon [ijc] in Nigeria; most of the rest of the lexicon is from Dutch [nld], 10% loans from Arawak [arw] and Guyanese Creole English.	Grammar.	NA	OLAC resources in and about Berbice Creole Dutch	10 (Extinct).	NA	East Berbice-Corentyne and Upper Demerara-Berbice regions.	NA	No known L1 speakers (2011 SIL). 15 with limited competence (Holm 1989).	0	SVO.	Unwritten [Qaax].	Berbice Creole Dutch
kri-SLE	kri-sl	kri-SL	Krio	Krio	KRIO	Krio	kri	krio1253	Krio	Africa	10.8811	-14.3204	krio1253	GM;GN;SN;SL;US	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/west2851	language	grammar	krio1253:1	NA	Creole, Patois	Krio	Creole, English based, Atlantic, Krio	Sierra Leone	Aku. Krio and Jamaican Creole [jam], and Krio and Sea Islands Creole [gul] may have some interintelligibility. Linguistic influence from Yoruba [yor] (Hancock 1987).	Literacy rate in L2: Less than 15% in English [eng]. Taught as an elective from primary to college level. Bible: 2013.	Sierra Leone	OLAC resources in and about Krio	3 (Wider communication).	Vigorous. More in provincial towns than villages, and for interethnic communication. Possibly half use Krio at work. Formal language for those who do not speak English. All domains, education. All ages. Also use English [eng]. Used as L2 by Mende [men], Northern Kissi [kqs], Susu [sus], Themne [tem], Yalunka [yal].	Western Area: Freetown peninsula communities; south of Freetown, York and Banana islands.	L1 Krio speakers mainly descendants of repatriated slaves from Jamaica. Traditional religion, Christian.	4,692,000 in Sierra Leone, all users. L1 users: 692,000 (2016). L2 users: 4,000,000 (1987 F. Jones). Total users in all countries: 4,716,110 (as L1: 716,110; as L2: 4,000,000).	716110	NA	Latin script [Latn].	Krio
crs-SYC	crs-sc	crs-SE	Seselwa Creole French	Seselwa Creole French	SESELWA CREOLE FRENCH	Seselwa Creole French	crs	sese1246	Seselwa Creole French	Africa	-4.62314	55.4503	sese1246	SC	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/isle1246	language	grammar	sese1246:1	NA	Creole, Ilois, Kreol, Kreol Seselwa, Seselwa Creole French, Seychellois Creole	Seselwa	Creole, French based	Seychelles	Seychelles dialect reportedly used on Chagos Islands. Structural differences with Morisyen [mfe] are relatively minor. Low intelligibility of Réunion Creole [rcf].	Taught in primary schools. Radio. Dictionary. Grammar. NT: 2000.	NA	OLAC resources in and about Seychelles Creole French	1 (National). Statutory national language (2003, Constitution, Article 4(1)).	All domains. Positive attitudes.	NA	Christian.	80,200 (2014 World Factbook).	80200	NA	Latin script [Latn].	Seychelles Creole French
